adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,total_gross,year,theaters_opening,theaters_gross
"$2,722,400","$4,969,800",,4/5,STX Entertainment,Comedy,Gringo,3/9,51,R,"March 9, 2018",1 hrs. 50 min.,STX,"$4,969,853",2018,"2,404","2,404"
"$1,734,500","$4,901,800",,-,Bleecker Street,War Drama,Beirut,4/11,52,R,"April 11, 2018",1 hrs. 49 min.,BST,"$4,901,769",2018,755,755
"$1,942,600","$4,719,900",,4/12,Pure Flix,Drama,Samson,2/16,53,PG-13,"February 16, 2018",1 hrs. 50 min.,PFR,"$4,719,928",2018,"1,249","1,249"
"$695,000","$3,508,800",,3/22,Shorts International,Drama,The Oscar Nominated Short Films 2018,2/9,54,Unrated,"February 9, 2018",,Shrts.,"$3,508,777",2018,198,272
"$1,592,600","$3,207,100",,4/29,Focus Features,Action Thriller,7 Days in Entebbe,3/16,55,PG-13,"March 16, 2018",1 hrs. 47 min.,Focus,"$3,207,137",2018,838,838
"$1,726,900","$3,088,500",,-,Electric Entertainment,Horror Thriller,Bad Samaritan,5/4,56,R,"May 4, 2018",1 hrs. 48 min.,Electric,"$3,088,522",2018,"2,007","2,007"
"$1,164,400","$2,933,100",,-,Fun Academy,Animation,Sgt. Stubby: An American Hero,4/13,57,PG,"April 13, 2018",1 hrs. 30 min.,FunAcad,"$2,933,071 (Estimate)",2018,"1,633","1,633"
"$1,224,400","$2,830,800",,3/29,Focus Features,Drama / Thriller,Thoroughbreds,3/9,58,R,"March 9, 2018",1 hrs. 32 min.,Focus,"$2,830,775",2018,549,564
"$1,147,100","$2,783,700",,3/15,Pantelion,Romantic Comedy,La Boda de Valentina,2/9,59,R,"February 9, 2018",1 hrs. 47 min.,PNT,"$2,783,739",2018,331,331
"$2,663,100","$2,657,300",,-,Great India Films,Action Drama,Bharat Ane Nenu,4/20,60,Unrated,"April 20, 2018",2 hrs. 53 min.,GrtIndia,"$2,663,090",2018,305,305
"$348,500","$2,418,400",,4/5,GKIDS,Animation,Mary and the Witch's Flower,1/18,61,PG,"January 18, 2018",1 hrs. 42 min.,GK,"$2,418,404",2018,161,573
"$132,800","$2,360,400",,-,Amazon Studios,Drama / Thriller,You Were Never Really Here,4/6,62,R,"April 6, 2018",1 hrs. 25 min.,Amazon,"$2,360,394",2018,3,233
"$577,200","$2,026,000",,-,Magnolia,Documentary,RBG,5/4,63,Unrated,"May 4, 2018",1 hrs. 37 min.,Magn.,"$2,025,954",2018,34,179
"$64,200","$2,019,600",,-,Sony Classics,Drama,A Fantastic Woman,2/2,64,R,"February 2, 2018",1 hrs. 44 min.,SPC,"$2,019,554",2018,5,190
"$2,000,000","$1,995,600",,-,Fathom,Musical,Met Opera: Tosca,1/27,65,Unrated,"January 27, 2018",3 hrs. 30 min.,Fathom,"$2,000,000",2018,900,900
"$704,000","$1,984,000",,4/5,Warner Bros.,Action Comedy,Detective Chinatown 2,2/16,66,R,"February 16, 2018",2 hrs. 0 min.,WB,"$1,983,984",2018,115,115
"$1,875,000","$1,875,000",,-,Fathom,Musical,Met Opera: La Bohème (2018),2/24,67,Unrated,"February 24, 2018",3 hrs. 20 min.,Fathom,"$1,875,000 (Estimate)",2018,900,900
"$740,300","$1,670,200",,3/8,Sony / Columbia,Drama,Pad Man,2/9,68,PG-13,"February 9, 2018",2 hrs. 20 min.,Sony,"$1,670,192",2018,152,152
"$436,100","$1,543,500",,4/19,Well Go USA,Action,Operation Red Sea,2/23,69,Unrated,"February 23, 2018",2 hrs. 21 min.,WGUSA,"$1,543,547",2018,45,55
"$60,100","$1,336,600",,-,Roadside Attractions,Comedy,Finding Your Feet,3/30,70,PG-13,"March 30, 2018",1 hrs. 51 min.,RAtt.,"$1,336,592",2018,14,277
"$650,700","$1,319,600",,4/19,FIP,Action,Baaghi 2,3/30,71,Unrated,"March 30, 2018",2 hrs. 17 min.,FIP,"$1,319,579",2018,123,123
"$1,300,000","$1,300,000",,4/28,Fathom,Musical,Met Opera: Cendrillon,4/28,72,Unrated,"April 28, 2018",3 hrs. 15 min.,Fathom,"$1,300,000 (Estimate)",2018,900,900
"$1,200,000","$1,197,400",,-,Fathom,Musical,Met Opera: Semiramide,3/10,73,Unrated,"March 10, 2018",3 hrs. 29 min.,Fathom,"$1,200,000",2018,900,900
"$237,400","$1,189,100",,-,Bleecker Street,Drama,Disobedience,4/27,74,R,"April 27, 2018",1 hrs. 54 min.,BST,"$1,189,096",2018,5,100
"$1,170,000","$1,167,500",,-,Fathom,Musical,Met Opera: L'Elisir d'Amore (2018),2/10,75,Unrated,"February 10, 2018",3 hrs. 0 min.,Fathom,"$1,170,000 (Estimate)",2018,900,900
"$158,900","$1,157,700",,-,Warner Bros.,Documentary,Pandas,4/6,76,G,"April 6, 2018",0 hrs. 40 min.,WB,"$1,157,694",2018,33,35
"$47,000","$1,062,200",,-,A24,Adventure,Lean on Pete,4/6,77,R,"April 6, 2018",2 hrs. 1 min.,A24,"$1,062,165",2018,4,187
"$558,900","$1,028,400",,5/3,Fathom,Fantasy,Labyrinth (2018 Fathom Event),4/29,78,PG,"April 29, 2018",1 hrs. 41 min.,Fathom,"$1,028,445Domestic Lifetime Gross: $13,758,362",2018,646,646
"$423,800","$1,010,400",,4/1,Eros,Action / Crime,Raid (2018),3/16,79,Unrated,"March 16, 2018",2 hrs. 0 min.,Eros,"$1,010,385",2018,79,79
"$24,600","$1,001,300",,4/19,Cohen Media Group,Foreign,The Insult,1/12,80,R,"January 12, 2018",1 hrs. 53 min.,Cohen,"$1,001,305",2018,3,54
"$483,700","$985,000",,-,Sony / Columbia,Comedy,102 Not Out,5/4,81,PG,"May 4, 2018",1 hrs. 42 min.,Sony,"$984,993",2018,102,102
"$42,200","$847,700",,-,Sony Classics,Drama,The Rider,4/13,82,R,"April 13, 2018",1 hrs. 44 min.,SPC,"$847,749",2018,3,85
,"$843,900",,-,Fathom,Drama,Like Arrows,5/1,83,Unrated,"May 1, 2018",1 hrs. 40 min.,Fathom,"$843,885",2018,,784
,"$834,200",,3/1,Fathom,Documentary,Kirk Cameron: Connect,2/27,84,Unrated,"February 27, 2018",1 hrs. 10 min.,Fathom,"$836,020",2018,,765
"$562,000","$780,500",,3/1,Fathom,Fantasy,The Dark Crystal (special re-release),2/25,85,PG,"February 25, 2018",1 hrs. 40 min.,Fathom,"$780,491Domestic Lifetime Gross: $41,357,492",2018,618,618
"$37,400","$749,800",,5/10,Roadside Attractions,Comedy,The Party (2017),2/16,86,R,"February 16, 2018",1 hrs. 11 min.,RAtt.,"$749,827",2018,3,92
"$341,800","$706,200",,3/8,Lionsgate,Fantasy,Monster Hunt 2,2/16,87,Unrated,"February 16, 2018",1 hrs. 50 min.,LGF,"$706,153",2018,69,69
"$679,500","$679,500",,-,Swen,Drama,Nothing to Lose (2018),5/11,88,PG,"May 11, 2018",2 hrs. 15 min.,Swen,"$679,531",2018,69,69
"$31,600","$606,400",,-,Sony Classics,Drama,Foxtrot,3/2,89,R,"March 2, 2018",1 hrs. 48 min.,SPC,"$606,361",2018,4,45
"$30,200","$566,300",,-,Sony Classics,Drama,Loveless (2018),2/16,90,R,"February 16, 2018",2 hrs. 7 min.,SPC,"$566,356",2018,3,59
"$310,000","$491,000",,3/1,Vertical Entertainment,Animation,Bilal: A New Breed of Hero,2/2,91,PG-13,"February 2, 2018",1 hrs. 49 min.,VE,"$490,973",2018,300,300
"$14,400","$482,800",,-,Greenwich,Documentary,Itzhak,3/9,92,Unrated,"March 9, 2018",1 hrs. 23 min.,Greenwich,"$482,751 (Estimate)",2018,2,35
"$248,500","$446,800",,2/1,Lionsgate,Animation,Condorito: La Pelicula,1/12,93,PG,"January 12, 2018",1 hrs. 28 min.,LGF,"$447,719",2018,153,153
"$25,500","$443,200",,-,Sony Classics,Comedy / Drama,Final Portrait,3/23,94,R,"March 23, 2018",1 hrs. 30 min.,SPC,"$443,225",2018,3,100
"$24,800","$373,300",,-,Magnolia,Documentary,Leaning Into The Wind,3/9,95,PG,"March 9, 2018",1 hrs. 33 min.,Magn.,"$373,283",2018,5,39
"$14,600","$357,900",,-,Film Movement,Comedy / Drama,Oh Lucy!,3/2,96,Unrated,"March 2, 2018",1 hrs. 35 min.,FM,"$357,838",2018,3,41
"$330,300","$330,300",,3/25,Yash Raj,Drama,Hichki,3/23,97,Unrated,"March 23, 2018",1 hrs. 46 min.,Yash,"$330,279",2018,73,73
"$48,900","$327,600",,-,The Orchard,Comedy / Drama,Flower,3/16,98,R,"March 16, 2018",1 hrs. 33 min.,Orch.,"$327,628",2018,3,101
"$99,500","$284,900",,-,Indican,Horror Thriller,But Deliver Us from Evil,2/9,99,Unrated,"February 9, 2018",1 hrs. 49 min.,Indic.,"$284,900",2018,247,247
"$56,200","$284,300",,-,Kino Lorber,Documentary,Grace Jones: Bloodlight and Bami,4/13,100,Unrated,"April 13, 2018",1 hrs. 55 min.,KL,"$284,324",2018,3,30
"$154,200","$258,800",,-,The Orchard,Crime Drama,Kings (2018),4/27,101,R,"April 27, 2018",1 hrs. 37 min.,Orch.,"$274,015",2018,215,215
"$13,600","$251,600",,-,Gaumont British Picture Corporation,Drama,Bag of Marbles,3/23,102,Unrated,"March 23, 2018",1 hrs. 50 min.,Gaum.,"$266,391",2018,4,16
"$37,500","$245,500",,-,IFC,Comedy / Drama,Let the Sunshine In,4/27,103,Unrated,"April 27, 2018",1 hrs. 34 min.,IFC,"$260,012",2018,2,34
"$14,300","$223,600",,-,Music Box Films,Comedy / Drama,Back to Burgundy,3/23,104,Unrated,"March 23, 2018",1 hrs. 53 min.,MBox,"$236,771",2018,5,18
"$49,700","$216,000",,-,Neon,Drama,Borg vs. McEnroe,4/13,105,R,"April 13, 2018",1 hrs. 47 min.,Neon,"$228,766",2018,51,51
"$8,600","$201,500",,-,Well Go USA,Sci-Fi Thriller,The Endless,4/6,106,Unrated,"April 6, 2018",1 hrs. 52 min.,WGUSA,"$213,416",2018,1,20
"$98,100","$196,900",,-,Hannover House,Comedy / Drama,Getting Grace,3/23,107,PG-13,"March 23, 2018",1 hrs. 52 min.,Hann.,"$208,531",2018,60,60
"$58,800","$196,800",,4/1,China Lion,Comedy,Agent Mr. Chan,2/23,108,Unrated,"February 23, 2018",1 hrs. 41 min.,CL,"$208,351",2018,10,10
"$31,100","$189,200",,4/22,Neon,Thriller,Gemini,3/30,109,R,"March 30, 2018",1 hrs. 33 min.,Neon,"$200,340",2018,4,56
"$64,200","$181,200",,3/1,Magnolia,Documentary,The Final Year,1/19,110,Unrated,"January 19, 2018",1 hrs. 29 min.,Magn.,"$191,900",2018,35,39
"$90,300","$176,700",,3/8,Well Go USA,Action / Adventure,The Monkey King 3,2/16,111,Unrated,"February 16, 2018",1 hrs. 54 min.,WGUSA,"$187,074",2018,34,34
"$74,800","$175,400",,2/1,Well Go USA,Comedy,Goldbuster,1/5,112,Unrated,"January 5, 2018",1 hrs. 29 min.,WGUSA,"$186,135",2018,24,24
"$11,800","$160,400",,-,Kino Lorber,Romantic Comedy,Keep the Change,3/16,113,Unrated,"March 16, 2018",1 hrs. 33 min.,KL,"$169,824",2018,1,13
"$59,500","$158,200",,4/19,Cohen Media Group,Drama,Double Lover,2/14,114,Not Yet Rated,"February 14, 2018",1 hrs. 47 min.,Cohen,"$167,581",2018,50,51
"$11,100","$152,800",,-,Good Deed,War Drama,Journey's End,3/16,115,R,"March 16, 2018",1 hrs. 47 min.,Good Deed,"$161,796",2018,2,185
"$64,700","$151,100",,-,Dada Films,Drama,Little Pink House,4/20,116,Unrated,"April 20, 2018",1 hrs. 38 min.,Da.,"$159,990",2018,9,13
"$24,700","$144,700",,-,Strand,Drama,Zama,4/13,117,Unrated,"April 13, 2018",1 hrs. 55 min.,Strand,"$153,260",2018,3,19
"$2,500","$143,200",,-,Gathr Films,Documentary,Suicide: The Ripple Effect,2/23,118,Unrated,"February 23, 2018",1 hrs. 33 min.,Gathr,"$151,697",2018,1,21
,"$138,100",,-,Viva Pictures Distribution,Animation,The Son of Bigfoot,3/30,119,PG,"March 30, 2018",1 hrs. 32 min.,VPD,"$146,279",2018,,20
$500,"$120,200",,-,Viva Pictures Distribution,Animation,Monster Family,2/9,120,PG,"February 9, 2018",1 hrs. 36 min.,VPD,"$127,259",2018,10,15
"$24,600","$118,500",,-,The Orchard,Drama,The Young Karl Marx,2/23,121,Unrated,"February 23, 2018",1 hrs. 58 min.,Orch.,"$125,448",2018,3,15
"$54,500","$111,800",,2/22,China Lion,Adventure,Till the End of the World,2/2,122,Unrated,"February 2, 2018",1 hrs. 57 min.,CL,"$118,660",2018,27,27
"$11,300","$111,800",,-,IFC,Horror,Ghost Stories,4/20,123,Unrated,"April 20, 2018",1 hrs. 38 min.,IFC,"$118,385",2018,1,24
,"$108,800",,1/29,Fathom,Documentary,'85: The Greatest Team in Football History,1/29,124,Unrated,"January 29, 2018",1 hrs. 30 min.,Fathom,"$115,463",2018,,199
"$15,100","$108,200",,3/8,Bleecker Street,Drama,Nostalgia,2/16,125,R,"February 16, 2018",1 hrs. 54 min.,BST,"$114,603",2018,3,140
"$18,000","$105,000",,-,Well Go USA,Horror,Gonjiam: Haunted Asylum,4/13,126,Unrated,"April 13, 2018",1 hrs. 33 min.,WGUSA,"$111,174",2018,2,7
"$10,700","$104,500",,-,IFC,Drama,Love After Love,3/30,127,Unrated,"March 30, 2018",1 hrs. 31 min.,IFC,"$110,673",2018,1,29
"$5,600","$102,000",,-,Film Movement,Drama,In Between,1/5,128,Unrated,"January 5, 2018",1 hrs. 36 min.,FM,"$107,977",2018,2,8
"$28,600","$98,200",,3/15,Well Go USA,Crime Comedy,Detective K: Secret of the Living Dead,2/16,129,Unrated,"February 16, 2018",2 hrs. 0 min.,WGUSA,"$104,013",2018,9,9
"$18,100","$95,400",,-,Magnolia,Drama / Thriller,Ismael's Ghosts,3/23,130,R,"March 23, 2018",0 hrs. 35 min.,Magn.,"$101,068",2018,2,17
,"$89,200",,3/15,CJ Entertainment,Action Thriller,Golden Slumber,2/16,131,Unrated,"February 16, 2018",1 hrs. 48 min.,CJ,"$94,450",2018,,13
"$8,400","$80,800",,-,Samuel Goldwyn,Adventure,Sweet Country (2018),4/6,132,R,"April 6, 2018",1 hrs. 53 min.,Gold.,"$85,556",2018,2,24
"$1,200","$77,400",,4/19,Lightyear Entertainment,Crime Thriller,Goldstone,3/2,133,R,"March 2, 2018",1 hrs. 50 min.,Lightyear,"$81,941",2018,1,19
"$9,900","$75,000",,4/19,Strand,Animation,Have a Nice Day,1/26,134,Unrated,"January 26, 2018",1 hrs. 17 min.,Strand,"$79,393",2018,1,15
"$74,600","$74,600",,-,Sony Classics,Drama,The Seagull,5/11,135,PG-13,"May 11, 2018",1 hrs. 38 min.,SPC,"$79,016",2018,6,6
"$19,000","$74,500",,3/29,CJ Entertainment,Romantic Comedy,The Princess and the Matchmaker,3/9,136,Unrated,"March 9, 2018",1 hrs. 50 min.,CJ,"$78,900",2018,3,6
"$45,100","$71,500",,1/25,Eros,Sports Action,Mukkabaaz,1/12,137,Unrated,"January 12, 2018",2 hrs. 34 min.,Eros,"$75,929",2018,19,19
"$9,300","$71,000",,3/8,CJ Entertainment,Comedy / Drama,Keys to the Heart,1/26,138,Unrated,"January 26, 2018",2 hrs. 0 min.,CJ,"$75,134",2018,2,2
"$4,700","$70,600",,-,Kino Lorber,Animation,Tehran Taboo,2/14,139,Unrated,"February 14, 2018",1 hrs. 36 min.,KL,"$74,758",2018,1,9
"$26,000","$69,500",,4/8,Outsider Films,Drama,The Last Suit,3/23,140,Unrated,"March 23, 2018",1 hrs. 32 min.,OutF,"$73,548",2018,6,6
"$10,800","$68,400",,-,Cinema Guild,Comedy / Drama,Claire's Camera,3/9,141,Unrated,"March 9, 2018",1 hrs. 9 min.,CGld,"$72,419",2018,1,5
"$37,400","$66,700",,1/18,China Lion,Drama,Namiya,1/5,142,Unrated,"January 5, 2018",1 hrs. 56 min.,CL,"$70,814",2018,21,21
"$32,500","$65,400",,2/8,Atlas Distribution,Action Comedy,Parchi,1/12,143,Unrated,"January 12, 2018",2 hrs. 17 min.,ADC,"$69,431",2018,39,39
"$10,400","$65,200",,-,Cohen Media Group,Comedy / Drama,Godard Mon Amour,4/20,144,R,"April 20, 2018",1 hrs. 47 min.,Cohen,"$69,025",2018,4,20
"$13,300","$64,900",,-,The Orchard,Drama,Outside In,3/30,145,Unrated,"March 30, 2018",1 hrs. 49 min.,Orch.,"$68,697",2018,9,16
,"$61,700",,-,Passion River,Documentary,After Auschwitz,4/14,146,Unrated,"April 14, 2018",1 hrs. 23 min.,Passion Rive,"$65,385",2018,,13
"$8,600","$59,300",,-,Kino Lorber,Documentary,Beuys,1/17,147,Unrated,"January 17, 2018",1 hrs. 47 min.,KL,"$62,851",2018,2,6
"$57,400","$57,400",,-,GKIDS,Animation,Lu Over the Wall,5/11,148,PG,"May 11, 2018",1 hrs. 52 min.,GK,"$60,770",2018,97,97
"$19,600","$57,200",,-,Indican,Action,Wastelander,1/12,149,Unrated,"January 12, 2018",1 hrs. 30 min.,Indic.,"$60,565",2018,22,22
"$6,600","$56,400",,-,Great Point,Drama,Where is Kyra?,4/6,150,R,"April 6, 2018",1 hrs. 38 min.,Great Point,"$59,717",2018,1,33
"$29,300","$56,000",,4/8,Gravitas Ventures,Action / Crime,Bomb City,2/9,151,Unrated,"February 9, 2018",1 hrs. 35 min.,Grav.,"$59,329",2018,17,17
"$6,700","$54,100",,-,FilmBuff,Documentary,Ramen Heads,3/16,152,Unrated,"March 16, 2018",1 hrs. 33 min.,FB,"$57,345",2018,2,6
"$11,100","$53,300",,2/22,Under the Milky Way,Drama,Django,1/5,153,Unrated,"January 5, 2018",1 hrs. 57 min.,UTMW,"$56,556",2018,4,7
