adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,total_gross,year,theaters_opening,theaters_gross
"$36,037,700","$110,925,200",$100 million,8/19,Warner Bros. (New Line),Romantic Comedy,Sex and the City 2,5/27,33,R,"May 27, 2010",2 hrs. 27 min.,WB (NL),"$95,347,692",2010,"3,445","3,445"
"$37,780,100","$109,277,800",$80 million,5/13,Warner Bros.,Action / Adventure,The Book of Eli,1/15,34,R,"January 15, 2010",1 hrs. 58 min.,WB,"$94,835,059",2010,"3,111","3,111"
"$343,100","$108,306,700",$25 million,3/31,Paramount,Sports Drama,The Fighter,12/10,35,R,"December 10, 2010",1 hrs. 54 min.,Par.,"$93,617,009",2010,4,"2,534"
"$28,285,500","$107,838,800",$37 million,1/6,Warner Bros.,Crime Drama,The Town,9/17,36,R,"September 17, 2010",2 hrs. 3 min.,WB,"$92,186,262",2010,"2,861","2,935"
"$34,983,800","$105,691,600",$200 million,9/23,Buena Vista,Adventure,Prince of Persia: The Sands of Time,5/28,37,PG-13,"May 28, 2010",1 hrs. 55 min.,BV,"$90,759,676",2010,"3,646","3,646"
"$24,885,700","$103,381,500",$58 million,2/3,Summit Entertainment,Action Comedy,Red,10/15,38,PG-13,"October 15, 2010",1 hrs. 51 min.,Sum.,"$90,380,162",2010,"3,255","3,349"
"$35,990,200","$102,313,500",$95 million,7/1,Fox,Fantasy,Percy Jackson & The Olympians: The Lightning Thief,2/12,39,PG,"February 12, 2010",2 hrs. 0 min.,Fox,"$88,768,303",2010,"3,356","3,396"
"$46,518,600","$96,924,200",$3 million,1/20,Paramount,Horror,Paranormal Activity 2,10/22,40,R,"October 22, 2010",1 hrs. 31 min.,Par.,"$84,752,907",2010,"3,216","3,239"
"$27,449,700","$95,674,700",$60 million,11/4,Sony / Columbia,Drama,Eat Pray Love,8/13,41,PG-13,"August 13, 2010",2 hrs. 13 min.,Sony,"$80,574,010",2010,"3,082","3,108"
"$25,945,900","$93,330,100",$100 million,3/10,Fox,Action Thriller,Unstoppable,11/12,42,PG-13,"November 12, 2010",1 hrs. 38 min.,Fox,"$81,562,942",2010,"3,207","3,261"
"$35,106,000","$92,200,300",$25 million,4/29,Sony / Screen Gems,Romance,Dear John,2/5,43,PG-13,"February 5, 2010",1 hrs. 48 min.,SGem,"$80,014,842",2010,"2,969","3,062"
"$23,411,500","$90,608,200",$117 million,10/7,Fox,Comedy,Knight & Day,6/23,44,PG-13,"June 23, 2010",2 hrs. 10 min.,Fox,"$76,423,035",2010,"3,098","3,104"
"$29,839,100","$90,288,100",$110 million,9/16,Fox,Action,The A-Team,6/11,45,PG-13,"June 11, 2010",1 hrs. 57 min.,Fox,"$77,222,099",2010,"3,535","3,544"
"$27,952,700","$86,743,200",$69 million,10/14,Paramount (DreamWorks),Comedy,Dinner for Schmucks,7/30,46,PG-13,"July 30, 2010",1 hrs. 50 min.,P/DW,"$73,026,337",2010,"2,911","3,046"
"$18,837,400","$77,769,300",$100 million,3/10,Sony / Columbia,Romantic Thriller,The Tourist,12/10,47,PG-13,"December 10, 2010",1 hrs. 43 min.,Sony,"$67,631,157",2010,"2,756","2,756"
"$23,834,900","$77,689,600",$40 million,7/8,Sony / Columbia,Action Comedy,The Bounty Hunter,3/19,48,PG-13,"March 19, 2010",1 hrs. 46 min.,Sony,"$67,061,228",2010,"3,074","3,118"
"$20,933,300","$75,011,700",$150 million,10/28,Buena Vista,Fantasy,The Sorcerer's Apprentice,7/14,49,PG,"July 14, 2010",1 hrs. 51 min.,BV,"$63,150,991",2010,"3,504","3,504"
"$25,493,800","$74,145,800",$15 million,8/19,Fox,Comedy,Diary of a Wimpy Kid,3/19,50,PG,"March 19, 2010",1 hrs. 34 min.,Fox,"$64,003,625",2010,"3,077","3,083"
"$38,246,800","$73,327,200",$35 million,7/15,Warner Bros. (New Line),Horror,A Nightmare on Elm Street (2010),4/30,51,R,"April 30, 2010",1 hrs. 30 min.,WB (NL),"$63,075,011",2010,"3,332","3,332"
"$18,443,800","$73,182,200",$20 million,7/15,Buena Vista,Drama,The Last Song,3/31,52,PG,"March 31, 2010",1 hrs. 47 min.,BV,"$62,950,384",2010,"2,673","2,794"
"$36,270,400","$71,413,100",$150 million,4/1,Universal,Horror,The Wolfman,2/12,53,R,"February 12, 2010",1 hrs. 42 min.,Uni.,"$61,979,680",2010,"3,222","3,223"
"$31,662,300","$71,156,500",$60 million,11/4,Sony / Screen Gems,Action Horror,Resident Evil: Afterlife,9/10,54,R,"September 10, 2010",1 hrs. 40 min.,SGem,"$60,128,566",2010,"3,203","3,209"
"$20,425,100","$71,122,400",$40 million,8/12,Universal,Comedy,Get Him to the Greek,6/4,55,R,"June 4, 2010",1 hrs. 49 min.,Uni.,"$60,974,475",2010,"2,697","2,702"
"$34,047,200","$69,857,600",$20 million,6/10,Lionsgate,Comedy / Drama,Tyler Perry's Why Did I Get Married Too?,4/2,56,PG-13,"April 2, 2010",2 hrs. 1 min.,LGF,"$60,095,852",2010,"2,155","2,155"
"$16,142,800","$69,178,000",$48 million,6/24,Fox,Fantasy Comedy,Tooth Fairy,1/22,57,PG,"January 22, 2010",1 hrs. 42 min.,Fox,"$60,022,256",2010,"3,344","3,345"
"$24,370,000","$68,499,300",$32 million,11/18,Sony / Screen Gems,Action / Crime,Takers,8/27,58,PG-13,"August 27, 2010",1 hrs. 47 min.,SGem,"$57,744,720",2010,"2,206","2,206"
"$21,069,200","$68,362,600",$8 million,12/23,Sony / Screen Gems,Romantic Comedy,Easy A,9/17,59,PG-13,"September 17, 2010",1 hrs. 32 min.,SGem,"$58,401,464",2010,"2,856","2,974"
"$14,517,400","$68,306,400",$35 million,2/10,Buena Vista,Sports Drama,Secretariat,10/8,60,PG,"October 8, 2010",1 hrs. 56 min.,BV,"$59,713,955",2010,"3,072","3,108"
"$19,142,400","$64,527,300",$80 million,1/20,Warner Bros.,Animation,Legend of the Guardians: The Owls of Ga'Hoole,9/24,61,PG,"September 24, 2010",1 hrs. 30 min.,WB,"$55,675,313",2010,"3,575","3,575"
"$29,417,600","$61,778,500",$40 million,10/14,Fox,Sci-Fi Horror,Predators,7/9,62,R,"July 9, 2010",1 hrs. 47 min.,Fox,"$52,000,688",2010,"2,669","2,669"
"$15,740,000","$61,746,900",$30 million,8/26,Summit Entertainment,Romance,Letters to Juliet,5/14,63,PG,"May 14, 2010",1 hrs. 45 min.,Sum.,"$53,032,453",2010,"2,968","2,975"
"$22,586,600","$61,155,400",$70 million,12/19,Fox,Drama,Wall Street: Money Never Sleeps,9/24,64,PG-13,"September 24, 2010",2 hrs. 7 min.,Fox,"$52,474,616",2010,"3,565","3,597"
"$16,589,200","$61,052,800",$38 million,1/27,Warner Bros.,Comedy,Life as We Know It,10/8,65,PG-13,"October 8, 2010",1 hrs. 52 min.,WB,"$53,374,681",2010,"3,150","3,150"
"$476,400","$59,382,700",,-,Warner Bros.,IMAX,Hubble 3D,3/19,66,G,"March 19, 2010",0 hrs. 43 min.,WB,"$52,184,528",2010,39,151
"$16,154,400","$58,456,100",$36 million,6/10,MGM,Comedy,Hot Tub Time Machine,3/26,67,R,"March 26, 2010",1 hrs. 40 min.,MGM,"$50,287,556",2010,"2,754","2,771"
"$23,049,600","$55,881,400",$30 million,7/1,Lionsgate,Action Comedy,Kick-Ass,4/16,68,R,"April 16, 2010",1 hrs. 57 min.,LGF,"$48,071,303",2010,"3,065","3,065"
"$18,409,800","$54,833,900",$75 million,8/19,Lionsgate,Action Comedy,Killers,6/4,69,PG-13,"June 4, 2010",1 hrs. 40 min.,LGF,"$47,059,963",2010,"2,859","2,859"
"$25,764,800","$52,272,800",$20 million,12/2,Lionsgate,Horror,Saw 3D,10/29,70,R,"October 29, 2010",1 hrs. 31 min.,LGF,"$45,710,178",2010,"2,808","2,808"
"$14,588,700","$51,770,700",$85 million,10/21,Warner Bros.,Family Comedy,Cats & Dogs: The Revenge of Kitty Galore,7/30,71,PG,"July 30, 2010",1 hrs. 22 min.,WB,"$43,585,753",2010,"3,705","3,705"
"$20,982,900","$51,724,100",$30 million,5/20,Warner Bros.,Comedy,Cop Out,2/26,72,R,"February 26, 2010",1 hrs. 50 min.,WB,"$44,875,481",2010,"3,150","3,150"
"$18,786,100","$50,365,300",$30 million,11/4,Buena Vista,Music Drama,Step Up 3-D,8/6,73,PG-13,"August 6, 2010",1 hrs. 37 min.,BV,"$42,400,223",2010,"2,435","2,439"
"$19,834,400","$49,906,300",$80 million,4/8,Warner Bros.,Drama / Thriller,Edge of Darkness,1/29,74,R,"January 29, 2010",1 hrs. 48 min.,WB,"$43,313,890",2010,"3,066","3,066"
"$18,851,900","$49,689,100",$21 million,7/8,Sony / Screen Gems,Comedy,Death at a Funeral (2010),4/16,75,R,"April 16, 2010",1 hrs. 30 min.,SGem,"$42,739,347",2010,"2,459","2,459"
"$7,213,300","$49,457,500",$112 million,4/14,Fox,Adventure Comedy,Gulliver's Travels,12/25,76,PG,"December 25, 2010",1 hrs. 25 min.,Fox,"$42,779,261",2010,"2,546","3,089"
"$24,196,900","$48,744,100",$1.8 million,10/7,Lionsgate,Horror,The Last Exorcism,8/27,77,PG-13,"August 27, 2010",1 hrs. 40 min.,LGF,"$41,034,350",2010,"2,874","2,874"
"$20,165,400","$46,281,700",$26 million,3/21,Sony / Screen Gems,Horror Thriller,Legion (2010),1/22,78,R,"January 22, 2010",1 hrs. 40 min.,SGem,"$40,168,080",2010,"2,476","2,476"
"$13,663,100","$45,150,100",$55 million,2/10,Sony / Screen Gems,Musical,Burlesque,11/24,79,PG-13,"November 24, 2010",1 hrs. 40 min.,SGem,"$39,440,655",2010,"3,037","3,037"
"$18,513,100","$45,100,500",$20 million,5/20,Overture Films,Horror,The Crazies,2/26,80,R,"February 26, 2010",1 hrs. 41 min.,Over.,"$39,123,589",2010,"2,476","2,479"
"$14,183,700","$43,589,300",$35 million,7/22,CBS Films,Romantic Comedy,The Back-Up Plan,4/23,81,PG-13,"April 23, 2010",1 hrs. 38 min.,CBS,"$37,490,007",2010,"3,280","3,280"
"$14,497,800","$43,536,600",$20 million,11/11,Fox,Horror Comedy,Vampires Suck,8/18,82,PG-13,"August 18, 2010",1 hrs. 20 min.,Fox,"$36,661,504",2010,"3,233","3,233"
"$22,296,600","$43,148,000",$21 million,1/20,Lionsgate,Drama,For Colored Girls,11/5,83,R,"November 5, 2010",2 hrs. 0 min.,LGF,"$37,729,698",2010,"2,127","2,127"
"$15,656,100","$42,275,500",$20 million,11/4,Focus Features,Drama / Thriller,The American,9/1,84,R,"September 1, 2010",1 hrs. 45 min.,Focus,"$35,606,376",2010,"2,823","2,833"
"$16,487,200","$40,470,400",$100 million,5/6,Universal,Thriller,Green Zone,3/12,85,R,"March 12, 2010",1 hrs. 55 min.,Uni.,"$35,053,660",2010,"3,003","3,004"
"$14,600,600","$39,481,100",,11/18,Universal,Horror,Devil,9/17,86,PG-13,"September 17, 2010",1 hrs. 20 min.,Uni.,"$33,601,190",2010,"2,809","2,811"
"$13,483,900","$39,228,200",$50 million,9/16,Fox,Family Comedy,Marmaduke,6/4,87,PG,"June 4, 2010",1 hrs. 27 min.,Fox,"$33,644,788",2010,"3,213","3,213"
"$14,229,700","$37,654,700",,4/15,Buena Vista,Romantic Comedy,When in Rome,1/29,88,PG-13,"January 29, 2010",1 hrs. 31 min.,BV,"$32,680,633",2010,"2,456","2,456"
"$252,000","$37,450,000",$50 million,1/13,Warner Bros.,Drama,Hereafter,10/15,89,PG-13,"October 15, 2010",2 hrs. 9 min.,WB,"$32,746,941",2010,6,"2,424"
"$12,605,200","$37,448,600",$60 million,10/7,Universal,Action Comedy,Scott Pilgrim vs. the World,8/13,90,PG-13,"August 13, 2010",1 hrs. 53 min.,Uni.,"$31,524,275",2010,"2,818","2,820"
"$11,137,400","$37,042,500",$30 million,2/17,Fox,Comedy / Drama,Love and Other Drugs,11/24,91,R,"November 24, 2010",1 hrs. 53 min.,Fox,"$32,367,005",2010,"2,455","2,458"
"$14,710,200","$37,023,200",$44 million,9/16,Universal,Drama,Charlie St. Cloud,7/30,92,PG-13,"July 30, 2010",1 hrs. 30 min.,Uni.,"$31,162,545",2010,"2,718","2,725"
"$11,263,100","$36,984,700",$20 million,5/20,Paramount,Romantic Comedy,She's Out of My League,3/12,93,R,"March 12, 2010",1 hrs. 44 min.,Par.,"$32,010,860",2010,"2,956","2,958"
"$17,452,000","$36,232,700",$20 million,2/11,Lionsgate,Horror,Daybreakers,1/8,94,R,"January 8, 2010",1 hrs. 38 min.,LGF,"$30,101,577",2010,"2,523","2,523"
"$10,524,600","$35,470,600",$40 million,1/20,Paramount,Comedy,Morning Glory,11/10,95,PG-13,"November 10, 2010",1 hrs. 42 min.,Par.,"$31,011,732",2010,"2,518","2,544"
"$8,559,300","$34,762,400",$120 million,1/27,Sony / Columbia,Comedy / Drama,How Do You Know,12/17,96,PG-13,"December 17, 2010",1 hrs. 56 min.,Sony,"$30,212,620",2010,"2,483","2,483"
"$9,988,900","$34,435,700",$35 million,10/28,Universal,Family,Nanny McPhee Returns,8/20,97,PG,"August 20, 2010",1 hrs. 40 min.,Uni.,"$29,011,215",2010,"2,784","2,798"
"$10,023,400","$32,983,600",$19 million,11/18,Miramax,Comedy,The Switch,8/20,98,PG-13,"August 20, 2010",1 hrs. 40 min.,Mira.,"$27,779,426",2010,"2,012","2,017"
"$13,563,200","$31,568,300",$10.5 million,11/18,Fox,Action / Adventure,Machete,9/3,99,R,"September 3, 2010",1 hrs. 45 min.,Fox,"$26,593,646",2010,"2,670","2,678"
"$15,382,200","$31,315,300",$17 million,5/20,Overture Films,Action / Crime,Brooklyn's Finest,3/5,100,R,"March 5, 2010",2 hrs. 13 min.,Over.,"$27,163,593",2010,"1,936","1,939"
"$10,013,100","$29,461,100",$19 million,3/4,Universal,Romantic Comedy,Leap Year,1/8,101,PG,"January 8, 2010",1 hrs. 37 min.,Uni.,"$25,918,920",2010,"2,511","2,512"
"$8,762,700","$29,345,700",$15 million,11/11,Fox,Family,Ramona and Beezus,7/23,102,G,"July 23, 2010",1 hrs. 44 min.,Fox,"$26,167,002",2010,"2,719","2,719"
"$9,432,600","$28,213,000",$20 million,12/16,Buena Vista,Comedy,You Again,9/24,103,PG,"September 24, 2010",1 hrs. 45 min.,BV,"$25,702,053",2010,"2,548","2,548"
"$11,339,100","$28,044,400",$24 million,11/18,Weinstein / Dimension,Horror,Piranha 3D,8/20,104,R,"August 20, 2010",1 hrs. 29 min.,W/Dim.,"$25,003,155",2010,"2,470","2,491"
"$10,217,200","$27,786,700",,12/2,Lionsgate,Animation,Alpha and Omega,9/17,105,PG,"September 17, 2010",1 hrs. 28 min.,LGF,"$25,107,267",2010,"2,625","2,625"
"$11,951,000","$27,703,600",$17 million,11/4,Warner Bros.,Comedy,Lottery Ticket,8/20,106,PG-13,"August 20, 2010",1 hrs. 39 min.,WB,"$24,719,879",2010,"1,973","1,974"
"$8,877,300","$27,367,900",$52 million,3/11,Lionsgate,Action,From Paris with Love,2/5,107,R,"February 5, 2010",1 hrs. 35 min.,LGF,"$24,077,427",2010,"2,722","2,722"
"$10,582,400","$26,447,300",$28 million,3/4,Lionsgate,Action Comedy,The Spy Next Door,1/15,108,PG,"January 15, 2010",1 hrs. 32 min.,LGF,"$24,307,086",2010,"2,924","2,924"
"$10,325,500","$25,896,700",$25 million,6/24,Warner Bros.,Action,The Losers,4/23,109,PG-13,"April 23, 2010",1 hrs. 38 min.,WB,"$23,591,432",2010,"2,936","2,936"
"$9,204,200","$25,106,200",$24 million,2/10,CBS Films,Action,Faster,11/24,110,R,"November 24, 2010",1 hrs. 38 min.,CBS,"$23,240,020",2010,"2,454","2,470"
"$9,094,600","$23,654,800",,8/5,Fox Searchlight,Romantic Comedy,Just Wright,5/14,111,PG,"May 14, 2010",1 hrs. 51 min.,FoxS,"$21,540,363",2010,"1,831","1,831"
"$552,000","$23,343,500",$4 million,10/21,Focus Features,Comedy,The Kids Are All Right,7/9,112,R,"July 9, 2010",1 hrs. 46 min.,Focus,"$20,811,365",2010,7,994
"$12,626,600","$23,277,300",$10 million,12/21,Universal,Thriller,Skyline,11/12,113,PG-13,"November 12, 2010",1 hrs. 40 min.,Uni.,"$21,393,620",2010,"2,880","2,883"
"$7,065,500","$22,839,600",$30 million,1/6,Lionsgate,Action Thriller,The Next Three Days,11/19,114,PG-13,"November 19, 2010",2 hrs. 2 min.,LGF,"$21,148,651",2010,"2,564","2,564"
"$32,900","$22,249,500",$15 million,2/17,Sony / Screen Gems,Music Drama,Country Strong,12/22,115,PG-13,"December 22, 2010",1 hrs. 52 min.,SGem,"$20,218,921",2010,2,"1,441"
"$8,301,700","$22,093,600",,6/17,Fox Searchlight,Comedy,Our Family Wedding,3/12,116,PG-13,"March 12, 2010",1 hrs. 30 min.,FoxS,"$20,255,281",2010,"1,605","1,609"
"$6,651,000","$21,326,200",$80 million,7/15,Buena Vista,Documentary,Oceans,4/22,117,G,"April 22, 2010",1 hrs. 43 min.,BV,"$19,422,319",2010,"1,206","1,232"
"$8,801,400","$20,785,600",$16 million,5/13,Summit Entertainment,Romance,Remember Me,3/12,118,PG-13,"March 12, 2010",2 hrs. 8 min.,Sum.,"$19,068,240",2010,"2,212","2,215"
"$286,000","$19,968,200",$18 million,4/14,Fox Searchlight,Drama,127 Hours,11/5,119,R,"November 5, 2010",1 hrs. 33 min.,FoxS,"$18,335,230",2010,4,916
"$7,724,400","$19,967,600",$32 million,10/21,Warner Bros. (New Line),Romantic Comedy,Going the Distance,9/3,120,R,"September 3, 2010",1 hrs. 37 min.,WB (NL),"$17,804,299",2010,"3,030","3,030"
"$7,275,200","$19,364,500",$35 million,7/15,Summit Entertainment,Family Comedy,Furry Vengeance,4/30,121,PG,"April 30, 2010",1 hrs. 32 min.,Sum.,"$17,630,465",2010,"2,997","3,002"
"$8,106,900","$18,697,100",$30 million,8/5,Warner Bros.,Sci-Fi Horror,Splice,6/4,122,R,"June 4, 2010",1 hrs. 44 min.,WB,"$17,010,170",2010,"2,450","2,450"
"$199,100","$16,987,300",$45 million,6/17,Summit Entertainment,Thriller,The Ghost Writer,2/19,123,PG-13,"February 19, 2010",2 hrs. 8 min.,Sum.,"$15,541,549",2010,4,819
"$7,494,900","$16,626,800",$18 million,3/25,Weinstein / Dimension,Comedy,Youth in Revolt,1/8,124,R,"January 8, 2010",1 hrs. 30 min.,W/Dim.,"$15,281,286",2010,"1,873","1,873"
"$7,388,900","$15,922,500",$25 million,11/4,Universal,Horror,My Soul to Take,10/8,125,R,"October 8, 2010",1 hrs. 47 min.,Uni.,"$14,744,435",2010,"2,572","2,572"
"$6,665,600","$15,009,500",$32 million,4/22,Universal,Sci-Fi Action,Repo Men,3/19,126,R,"March 19, 2010",1 hrs. 51 min.,Uni.,"$13,794,835",2010,"2,521","2,521"
"$5,778,100","$14,321,500",$26 million,11/18,Paramount Vantage,Horror Thriller,Case 39,10/1,127,R,"October 1, 2010",1 hrs. 49 min.,ParV,"$13,261,851",2010,"2,211","2,212"
"$6,542,000","$13,717,600",$31 million,2/11,CBS Films,Drama,Extraordinary Measures,1/22,128,PG,"January 22, 2010",1 hrs. 46 min.,CBS,"$12,068,313",2010,"2,549","2,549"
"$5,558,800","$13,104,500",$20 million,12/9,Overture Films,Horror,Let Me In,10/1,129,R,"October 1, 2010",1 hrs. 55 min.,Over.,"$12,134,935",2010,"2,020","2,042"
"$4,496,400","$12,040,500",$9 million,11/18,Fox,Sci-Fi Adventure,Avatar: Special Edition,8/27,130,PG-13,"August 27, 2010",2 hrs. 40 min.,Fox,"$10,741,486Domestic Lifetime Gross: $760,507,625",2010,812,812
"$5,905,000","$11,650,400",$47 million,8/12,Warner Bros.,Western,Jonah Hex,6/18,131,PG-13,"June 18, 2010",1 hrs. 21 min.,WB,"$10,547,117",2010,"2,825","2,825"
"$365,000","$11,115,400",$13 million,2/24,Music Box Films,Thriller,The Girl with the Dragon Tattoo,3/19,132,R,"March 19, 2010",2 hrs. 32 min.,MBox,"$10,095,170",2010,34,202
"$209,200","$10,678,300","$1,000,000",4/21,Weinstein Company,Drama,Blue Valentine,12/29,133,R,"December 29, 2010",1 hrs. 52 min.,Wein.,"$9,706,328",2010,4,450
"$703,100","$10,313,700",$22 million,2/17,Summit Entertainment,Action Thriller,Fair Game (2010),11/5,134,PG-13,"November 5, 2010",1 hrs. 48 min.,Sum.,"$9,540,691",2010,46,436
"$98,900","$10,266,600",$7 million,2/24,Sony Classics,Comedy,Get Low,7/30,135,PG-13,"July 30, 2010",1 hrs. 40 min.,SPC,"$9,176,933",2010,4,570
"$4,438,600","$9,276,300",$10 million,6/10,Universal,Comedy,MacGruber,5/21,136,R,"May 21, 2010",1 hrs. 28 min.,Uni.,"$8,525,600",2010,"2,551","2,551"
"$1,015,300","$8,557,600",,2/10,Music Box Films,Thriller,The Girl Who Played with Fire,7/9,137,R,"July 9, 2010",2 hrs. 9 min.,MBox,"$7,638,241",2010,108,185
