adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,total_gross,year,theaters_opening,theaters_gross
"$76,696,500","$250,849,900",$190 million,9/12,Paramount,Sci-Fi Adventure,Star Trek Into Darkness,5/16,11,PG-13,"May 16, 2013",2 hrs. 3 min.,Par.,"$228,778,661",2013,"3,868","3,907"
"$72,593,400","$229,347,100",$190 million,10/10,Paramount,Action Horror,World War Z,6/21,12,PG-13,"June 21, 2013",1 hrs. 56 min.,Par.,"$202,359,711",2013,"3,607","3,607"
"$94,054,900","$226,626,300",$170 million,4/17,Buena Vista,Action / Adventure,Thor: The Dark World,11/8,13,PG-13,"November 8, 2013",2 hrs. 0 min.,BV,"$206,362,140",2013,"3,841","3,841"
"$50,345,100","$208,598,600",$135 million,9/19,Fox,Animation,The Croods,3/22,14,PG,"March 22, 2013",1 hrs. 38 min.,Fox,"$187,168,425",2013,"4,046","4,065"
"$42,755,800","$186,392,400",$43 million,12/12,Fox,Comedy,The Heat,6/28,15,R,"June 28, 2013",1 hrs. 57 min.,Fox,"$159,582,188",2013,"3,181","3,184"
"$30,867,600","$174,942,000",$37 million,12/5,Warner Bros. (New Line),Comedy,We're the Millers,8/7,16,R,"August 7, 2013",1 hrs. 50 min.,WB (NL),"$150,394,119",2013,"3,260","3,445"
"$812,300","$170,563,900",$40 million,4/6,Sony / Columbia,Drama,American Hustle,12/13,17,R,"December 13, 2013",2 hrs. 18 min.,Sony,"$150,117,807",2013,6,"2,629"
"$48,902,400","$160,488,900",$20 million,10/31,Warner Bros. (New Line),Horror,The Conjuring,7/19,18,R,"July 19, 2013",1 hrs. 52 min.,WB (NL),"$137,400,141",2013,"2,903","3,115"
"$54,747,100","$158,536,700",$105 million,8/22,Warner Bros.,Drama,The Great Gatsby (2013),5/10,19,PG-13,"May 10, 2013",2 hrs. 23 min.,WB,"$144,840,419",2013,"3,535","3,550"
"$48,497,300","$156,013,000",$80 million,11/17,Sony / Columbia,Comedy,Grown Ups 2,7/12,20,PG-13,"July 12, 2013",1 hrs. 41 min.,Sony,"$133,668,525",2013,"3,491","3,491"
"$39,859,900","$154,829,600",$35 million,6/6,Universal,Comedy,Identity Thief,2/8,21,R,"February 8, 2013",1 hrs. 51 min.,Uni.,"$134,506,920",2013,"3,141","3,230"
"$62,056,400","$154,766,500",$120 million,12/5,Fox,Action,The Wolverine,7/26,22,PG-13,"July 26, 2013",2 hrs. 6 min.,Fox,"$132,556,852",2013,"3,924","3,924"
"$99,700","$143,939,600",$40 million,4/10,Universal,Action Drama,Lone Survivor,12/25,23,R,"December 25, 2013",2 hrs. 1 min.,Uni.,"$125,095,601",2013,2,"3,285"
"$28,777,100","$140,624,100",$50 million,2/20,Paramount,Comedy,Anchorman 2: The Legend Continues,12/18,24,PG-13,"December 18, 2013",1 hrs. 59 min.,Par.,"$125,168,368Domestic Lifetime Gross: $127,352,707",2013,"3,507","3,507"
"$28,785,400","$135,669,500",$30 million,2/13,Weinstein Company,Drama,Lee Daniels' The Butler,8/16,25,PG-13,"August 16, 2013",2 hrs. 12 min.,Wein.,"$116,632,095",2013,"2,933","3,330"
"$46,725,000","$134,579,000",$130 million,7/18,Paramount,Action,G.I. Joe: Retaliation,3/28,26,PG-13,"March 28, 2013",1 hrs. 39 min.,Par.,"$122,523,060",2013,"3,719","3,734"
"$20,142,800","$133,669,000",$100 million,4/3,Paramount,Drama,The Wolf of Wall Street,12/25,27,R,"December 25, 2013",3 hrs. 0 min.,Par.,"$116,900,694",2013,"2,537","2,557"
"$39,745,400","$131,613,200",$78 million,3/16,Sony / Columbia,Animation,Cloudy with a Chance of Meatballs 2,9/27,28,PG,"September 27, 2013",1 hrs. 35 min.,Sony,"$119,793,567",2013,"4,001","4,001"
"$32,082,300","$130,077,700",$75 million,9/26,Lionsgate/Summit,Thriller,Now You See Me,5/31,29,PG-13,"May 31, 2013",1 hrs. 56 min.,LG/S,"$117,723,989",2013,"2,925","3,082"
"$45,549,900","$122,782,000",$103 million,8/15,Warner Bros.,Comedy,The Hangover Part III,5/23,30,R,"May 23, 2013",1 hrs. 40 min.,WB,"$112,200,072",2013,"3,555","3,565"
"$43,563,000","$118,922,500",$190 million,10/17,Warner Bros.,Sci-Fi Action,Pacific Rim,7/12,31,PG-13,"July 12, 2013",2 hrs. 11 min.,WB,"$101,802,906",2013,"3,275","3,285"
"$36,652,100","$117,927,600",$100 million,9/19,Fox,Animation,Epic,5/24,32,PG,"May 24, 2013",1 hrs. 42 min.,Fox,"$107,518,682",2013,"3,882","3,894"
"$28,213,100","$117,633,900",$55 million,3/2,Sony / Columbia,Drama,Captain Phillips,10/11,33,PG-13,"October 11, 2013",2 hrs. 14 min.,Sony,"$107,100,855",2013,"3,020","3,143"
"$22,647,700","$113,570,500",$32 million,10/6,Sony / Columbia,Comedy,This is the End,6/12,34,R,"June 12, 2013",1 hrs. 47 min.,Sony,"$101,470,202",2013,"3,055","3,055"
"$35,164,700","$111,950,300",$15 million,1/23,Paramount,Comedy,Jackass Presents: Bad Grandpa,10/25,35,R,"October 25, 2013",1 hrs. 33 min.,Par.,"$102,003,019",2013,"3,336","3,345"
"$35,040,800","$110,620,800",$70 million,7/11,FilmDistrict,Thriller,Olympus Has Fallen,3/22,36,R,"March 22, 2013",2 hrs. 0 min.,FD,"$98,925,640",2013,"3,098","3,106"
"$34,826,000","$108,595,300",$115 million,11/24,TriStar,Sci-Fi,Elysium,8/9,37,R,"August 9, 2013",1 hrs. 49 min.,TriS,"$93,050,117",2013,"3,284","3,284"
"$25,975,500","$105,250,100",$50 million,12/19,Buena Vista,Animation,Planes,8/9,38,PG,"August 9, 2013",1 hrs. 32 min.,BV,"$90,288,712",2013,"3,702","3,716"
"$34,129,000","$104,328,700",$215 million,10/10,Buena Vista,Western,The Lone Ranger,7/3,39,PG-13,"July 3, 2013",2 hrs. 29 min.,BV,"$89,302,115",2013,"3,904","3,904"
"$30,045,600","$103,912,700",$40 million,7/25,Warner Bros.,Sports Drama,42,4/12,40,PG-13,"April 12, 2013",2 hrs. 8 min.,WB,"$95,020,213",2013,"3,003","3,405"
"$40,503,500","$97,401,200",$120 million,6/27,Universal,Sci-Fi Adventure,Oblivion,4/19,41,PG-13,"April 19, 2013",2 hrs. 5 min.,Uni.,"$89,107,235",2013,"3,783","3,792"
"$24,901,000","$96,913,500",$135 million,12/12,Fox,Animation,Turbo,7/17,42,PG,"July 17, 2013",1 hrs. 36 min.,Fox,"$83,028,128",2013,"3,806","3,809"
"$47,052,600","$96,176,100",$5 million,12/19,FilmDistrict,Horror,Insidious Chapter 2,9/13,43,PG-13,"September 13, 2013",1 hrs. 45 min.,FD,"$83,586,447",2013,"3,049","3,155"
"$453,500","$94,575,600",$35 million,4/17,Buena Vista,Drama,Saving Mr. Banks,12/13,44,PG-13,"December 13, 2013",2 hrs. 0 min.,BV,"$83,301,580",2013,15,"2,671"
"$31,615,000","$88,279,200",$61 million,10/24,Universal,Action Comedy,2 Guns,8/2,45,R,"August 2, 2013",1 hrs. 49 min.,Uni.,"$75,612,460",2013,"3,025","3,028"
"$27,165,500","$85,412,100",$150 million,9/15,Sony / Columbia,Action Drama,White House Down,6/28,46,PG-13,"June 28, 2013",2 hrs. 17 min.,Sony,"$73,103,784",2013,"3,222","3,222"
"$20,503,000","$82,878,300",$105 million,11/17,Sony / Columbia,Family Comedy,The Smurfs 2,7/31,47,PG,"July 31, 2013",1 hrs. 45 min.,Sony,"$71,017,784",2013,"3,866","3,867"
"$32,766,400","$82,627,100",$15 million,4/4,Universal,Horror,Mama,1/18,48,PG-13,"January 18, 2013",1 hrs. 40 min.,Uni.,"$71,628,180",2013,"2,647","2,781"
"$24,690,000","$82,195,500",$28 million,5/30,Relativity,Romance,Safe Haven,2/14,49,PG-13,"February 14, 2013",1 hrs. 55 min.,Rela.,"$71,349,120",2013,"3,223","3,223"
"$16,825,700","$79,824,800",$90 million,1/30,Fox,Fantasy,Percy Jackson: Sea of Monsters,8/7,50,PG,"August 7, 2013",1 hrs. 46 min.,Fox,"$68,559,554",2013,"3,031","3,080"
"$28,650,800","$77,639,600",$92 million,5/23,Fox,Action,A Good Day to Die Hard,2/14,51,R,"February 14, 2013",1 hrs. 37 min.,Fox,"$67,349,198",2013,"3,553","3,555"
"$33,028,200","$77,393,000",$17 million,1/9,Universal,Comedy / Drama,The Best Man Holiday,11/15,52,R,"November 15, 2013",2 hrs. 2 min.,Uni.,"$70,525,195",2013,"2,024","2,041"
"$23,481,400","$76,504,100",$35 million,5/9,Lionsgate/Summit,Drama,Warm Bodies,2/1,53,PG-13,"February 1, 2013",1 hrs. 37 min.,LG/S,"$66,380,662",2013,"3,009","3,009"
"$31,381,900","$74,912,600",$195 million,6/13,Warner Bros. (New Line),Adventure,Jack the Giant Slayer,3/1,54,PG-13,"March 1, 2013",1 hrs. 54 min.,WB (NL),"$65,187,603",2013,"3,525","3,525"
"$37,228,500","$70,693,300",$3 million,8/8,Universal,Thriller,The Purge,6/7,55,R,"June 7, 2013",1 hrs. 25 min.,Uni.,"$64,473,115",2013,"2,536","2,591"
"$17,919,100","$70,193,500",$28 million,2/20,CBS Films,Comedy,Last Vegas,11/1,56,PG-13,"November 1, 2013",1 hrs. 30 min.,CBS,"$63,914,167",2013,"3,065","3,237"
"$24,322,000","$68,895,500",$46 million,12/5,Warner Bros.,Action Thriller,Prisoners,9/20,57,R,"September 20, 2013",2 hrs. 26 min.,WB,"$61,002,302",2013,"3,260","3,290"
"$29,638,200","$67,771,100",$110 million,1/9,Lionsgate/Summit,Sci-Fi,Ender's Game,11/1,58,PG-13,"November 1, 2013",1 hrs. 54 min.,LG/S,"$61,737,191",2013,"3,407","3,407"
"$30,081,600","$66,351,000",$130 million,8/18,Sony / Columbia,Sci-Fi,After Earth,5/31,59,PG-13,"May 31, 2013",1 hrs. 40 min.,Sony,"$60,522,097",2013,"3,401","3,401"
"$14,003,800","$66,336,300",$90 million,4/10,Fox,Comedy,The Secret Life of Walter Mitty,12/25,60,PG,"December 25, 2013",1 hrs. 54 min.,Fox,"$58,236,838",2013,"2,909","2,922"
"$18,332,800","$65,586,400",$40 million,7/25,Weinstein Company,Animation,Escape From Planet Earth,2/15,61,PG,"February 15, 2013",1 hrs. 29 min.,Wein.,"$57,012,977",2013,"3,288","3,353"
"$22,716,500","$64,222,100",$50 million,4/25,Paramount,Action Comedy,Hansel and Gretel: Witch Hunters,1/25,62,R,"January 25, 2013",1 hrs. 28 min.,Par.,"$55,703,475",2013,"3,372","3,375"
"$1,013,300","$63,182,100",$20 million,5/8,Fox Searchlight,Drama,12 Years a Slave,10/18,63,R,"October 18, 2013",2 hrs. 13 min.,FoxS,"$56,671,993",2013,19,"1,474"
"$21,087,200","$62,197,600",$84 million,10/17,Lionsgate/Summit,Action Comedy,Red 2,7/19,64,PG-13,"July 19, 2013",1 hrs. 56 min.,LG/S,"$53,262,560",2013,"3,016","3,016"
"$17,338,400","$61,241,500",$55 million,3/20,Relativity,Animation,Free Birds,11/1,65,PG,"November 1, 2013",1 hrs. 30 min.,Rela.,"$55,750,480",2013,"3,736","3,736"
"$28,175,000","$59,288,400",$17 million,6/9,TriStar,Horror,Evil Dead (2013),4/5,66,R,"April 5, 2013",1 hrs. 31 min.,TriS,"$54,239,856",2013,"3,025","3,025"
"$19,749,100","$58,801,300",$13 million,6/9,TriStar,Thriller,The Call,3/15,67,R,"March 15, 2013",1 hrs. 35 min.,TriS,"$51,872,378",2013,"2,507","2,507"
"$17,560,500","$58,512,400",,2/13,Lionsgate,Comedy,Tyler Perry's A Madea Christmas,12/13,68,PG-13,"December 13, 2013",1 hrs. 45 min.,LGF,"$52,543,354",2013,"2,194","2,194"
"$24,967,000","$56,813,200",,5/30,Lionsgate,Drama,Tyler Perry's Temptation: Confessions of a Marriage Counselor,3/29,69,PG-13,"March 29, 2013",1 hrs. 51 min.,LGF,"$51,975,354",2013,"2,047","2,047"
"$22,128,800","$54,557,200",$26 million,8/29,Paramount,Action,Pain and Gain,4/26,70,R,"April 26, 2013",2 hrs. 9 min.,Par.,"$49,875,291",2013,"3,277","3,303"
"$19,693,200","$53,067,600",$60 million,4/4,Warner Bros.,Crime Drama,Gangster Squad,1/11,71,R,"January 11, 2013",1 hrs. 53 min.,WB,"$46,000,903",2013,"3,103","3,103"
"$9,167,500","$51,291,800",,12/12,Lionsgate,Foreign,Instructions Not Included,8/30,72,PG-13,"August 30, 2013",1 hrs. 55 min.,LGF,"$44,467,206",2013,348,978
"$20,353,300","$49,610,400",$10 million,5/23,Universal,Sci-Fi Horror,Jurassic Park 3D,4/5,73,PG-13,"April 5, 2013",2 hrs. 7 min.,Uni.,"$45,385,935Domestic Lifetime Gross: $402,453,882",2013,"2,771","2,778"
"$15,190,800","$49,404,400",,5/30,Lionsgate/Summit,Action,Snitch,2/22,74,PG-13,"February 22, 2013",1 hrs. 52 min.,LG/S,"$42,930,462",2013,"2,511","2,511"
"$18,937,900","$49,161,600",$58 million,9/12,Fox,Comedy,The Internship,6/7,75,PG-13,"June 7, 2013",1 hrs. 59 min.,Fox,"$44,672,764",2013,"3,366","3,399"
"$22,234,500","$48,845,600",$38 million,10/31,Universal,Sci-Fi Fantasy,Riddick,9/6,76,R,"September 6, 2013",1 hrs. 59 min.,Uni.,"$42,025,135",2013,"3,107","3,117"
"$20,883,000","$46,194,200",$2.5 million,3/3,Open Road Films,Comedy,A Haunted House,1/11,77,R,"January 11, 2013",1 hrs. 20 min.,ORF,"$40,041,683",2013,"2,160","2,160"
"$10,871,700","$43,570,500",$175 million,2/6,Universal,Action Drama,47 Ronin,12/25,78,PG-13,"December 25, 2013",2 hrs. 7 min.,Uni.,"$38,362,475",2013,"2,689","2,690"
"$196,700","$43,423,000",,5/8,Weinstein Company,Comedy / Drama,August: Osage County,12/27,79,R,"December 27, 2013",2 hrs. 10 min.,Wein.,"$37,738,810",2013,5,"2,411"
"$140,900","$42,580,900",$12 million,5/22,Weinstein Company,Drama,Philomena,11/22,80,PG-13,"November 22, 2013",1 hrs. 35 min.,Wein.,"$37,709,979",2013,4,"1,225"
"$16,397,800","$42,500,500",$30 million,1/9,Relativity,Action Comedy,The Family (2013),9/13,81,R,"September 13, 2013",1 hrs. 52 min.,Rela.,"$36,918,811",2013,"3,091","3,091"
"$7,779,900","$40,777,900",$80 million,4/10,Fox,Family Adventure,Walking with Dinosaurs,12/20,82,PG,"December 20, 2013",1 hrs. 27 min.,Fox,"$36,076,121",2013,"3,231","3,243"
"$25,085,600","$39,618,700",,2/28,Lionsgate,Horror,Texas Chainsaw 3D,1/4,83,R,"January 4, 2013",1 hrs. 32 min.,LGF,"$34,341,945",2013,"2,654","2,659"
"$14,828,200","$39,279,200",$130 million,9/26,Universal,Action / Adventure,R.I.P.D.,7/19,84,PG-13,"July 19, 2013",1 hrs. 36 min.,Uni.,"$33,618,855",2013,"2,852","2,852"
"$715,100","$38,811,800",,4/3,Sony Classics,Comedy,Blue Jasmine,7/26,85,PG-13,"July 26, 2013",1 hrs. 38 min.,SPC,"$33,405,481",2013,6,"1,283"
"$17,663,500","$38,687,700",$30 million,11/24,Sony / Screen Gems,Horror,Carrie (2013),10/18,86,R,"October 18, 2013",1 hrs. 32 min.,SGem,"$35,266,619",2013,"3,157","3,157"
"$11,719,300","$37,672,900",,8/22,Lionsgate/Summit,Concert,Kevin Hart: Let Me Explain,7/3,87,R,"July 3, 2013",1 hrs. 15 min.,LG/S,"$32,244,051",2013,876,892
"$10,732,600","$37,051,700",,5/16,Open Road Films,Thriller,Side Effects (2013),2/8,88,R,"February 8, 2013",1 hrs. 46 min.,ORF,"$32,172,757",2013,"2,605","2,605"
"$10,909,000","$36,390,500",$60 million,10/6,Sony / Screen Gems,Fantasy Drama,The Mortal Instruments: City of Bones,8/21,89,PG-13,"August 21, 2013",2 hrs. 0 min.,SGem,"$31,165,421",2013,"3,118","3,118"
"$15,475,100","$35,017,600",$20 million,7/25,Weinstein / Dimension,Comedy,Scary Movie 5,4/12,90,PG-13,"April 12, 2013",1 hrs. 25 min.,W/Dim.,"$32,015,787",2013,"3,402","3,402"
"$7,703,200","$33,972,000",$40 million,3/13,Warner Bros.,Sports Comedy,Grudge Match,12/25,91,PG-13,"December 25, 2013",1 hrs. 53 min.,WB,"$29,807,260",2013,"2,838","2,856"
"$18,478,300","$33,720,700",$10 million,10/6,TriStar,Concert,One Direction: This is Us,8/30,92,PG,"August 30, 2013",1 hrs. 32 min.,TriS,"$28,873,374",2013,"2,735","2,735"
"$8,715,700","$33,699,800",$26 million,3/20,Buena Vista,Comedy,Delivery Man,11/22,93,PG-13,"November 22, 2013",1 hrs. 45 min.,BV,"$30,664,106",2013,"3,036","3,036"
"$15,577,800","$33,644,300",$28 million,9/26,Universal,Action Comedy,Kick-Ass 2,8/16,94,R,"August 16, 2013",1 hrs. 43 min.,Uni.,"$28,795,985",2013,"2,940","2,945"
"$286,200","$30,574,800",$5 million,5/1,Focus Features,Drama,Dallas Buyers Club,11/1,95,R,"November 1, 2013",1 hrs. 57 min.,Focus,"$27,298,285",2013,9,"1,110"
"$10,295,400","$30,347,400",$20 million,12/5,Focus Features,Comedy,The World's End,8/23,96,R,"August 23, 2013",1 hrs. 49 min.,Focus,"$26,004,851",2013,"1,551","1,553"
"$218,800","$29,580,300",$38 million,11/21,Universal,Action Drama,Rush (2013),9/20,97,R,"September 20, 2013",2 hrs. 3 min.,Uni.,"$26,947,624",2013,5,"2,308"
"$10,099,300","$29,566,000",$13 million,5/16,Relativity,Comedy,21 and Over,3/1,98,R,"March 1, 2013",1 hrs. 33 min.,Rela.,"$25,682,380",2013,"2,771","2,771"
"$285,600","$29,366,800",$23 million,4/17,Warner Bros.,Comedy / Drama,Her (2013),12/18,99,R,"December 18, 2013",2 hrs. 0 min.,WB,"$25,568,251",2013,6,"1,729"
"$12,228,800","$29,105,600",$40 million,5/30,Open Road Films,Sci-Fi Thriller,The Host (2013),3/29,100,PG-13,"March 29, 2013",2 hrs. 5 min.,ORF,"$26,627,201",2013,"3,202","3,202"
"$10,240,900","$26,051,600",,1/16,Lionsgate/Summit,Action Thriller,Escape Plan,10/18,101,R,"October 18, 2013",1 hrs. 56 min.,LG/S,"$25,135,965",2013,"2,883","2,883"
"$9,573,500","$25,357,800",$3 million,1/9,Relativity,Comedy,Don Jon,9/27,102,R,"September 27, 2013",1 hrs. 30 min.,Rela.,"$24,477,704",2013,"2,422","2,422"
"$11,087,300","$24,367,300",$30 million,5/9,Warner Bros. (New Line),Comedy,The Incredible Burt Wonderstone,3/15,103,PG-13,"March 15, 2013",1 hrs. 40 min.,WB (NL),"$22,537,881",2013,"3,160","3,160"
"$609,900","$23,710,200",,11/21,Fox Searchlight,Comedy,"The Way, Way Back",7/5,104,PG-13,"July 5, 2013",1 hrs. 43 min.,FoxS,"$21,506,546",2013,19,"1,001"
"$7,836,300","$22,533,000",$35 million,7/4,Lionsgate,Romantic Comedy,The Big Wedding,4/26,105,R,"April 26, 2013",1 hrs. 29 min.,LGF,"$21,819,348",2013,"2,633","2,633"
"$108,800","$22,472,500",,4/10,Fox,Drama,The Book Thief,11/8,106,PG-13,"November 8, 2013",2 hrs. 11 min.,Fox,"$21,488,481",2013,4,"1,316"
"$2,287,300","$22,372,800",,9/12,Roadside Attractions,Drama,Mud,4/26,107,PG-13,"April 26, 2013",2 hrs. 10 min.,RAtt.,"$21,590,086",2013,363,960
"$9,964,200","$22,344,500",,12/19,Fox Searchlight,Romantic Comedy,Baggage Claim,9/27,108,PG-13,"September 27, 2013",1 hrs. 36 min.,FoxS,"$21,569,509",2013,"2,027","2,230"
"$304,400","$22,093,100",$15 million,6/27,Focus Features,Drama,The Place Beyond the Pines,3/29,109,R,"March 29, 2013",2 hrs. 20 min.,Focus,"$21,403,519",2013,4,"1,584"
"$9,008,300","$21,461,900",$35 million,4/4,Fox,Crime Thriller,Broken City,1/18,110,R,"January 18, 2013",1 hrs. 49 min.,Fox,"$19,701,164",2013,"2,620","2,622"
"$8,260,600","$21,186,200",$60 million,4/11,Warner Bros.,Drama,Beautiful Creatures (2013),2/14,111,PG-13,"February 14, 2013",2 hrs. 12 min.,WB,"$19,452,138",2013,"2,950","2,950"
"$7,163,700","$20,889,500",$22 million,1/2,Open Road Films,Action Thriller,Homefront,11/27,112,R,"November 27, 2013",1 hrs. 50 min.,ORF,"$20,158,898",2013,"2,570","2,570"
"$7,745,500","$20,397,000",,10/17,Lionsgate,Horror,You're Next,8/23,113,R,"August 23, 2013",1 hrs. 36 min.,LGF,"$18,494,006",2013,"2,437","2,437"
"$7,983,600","$20,010,700",$30 million,12/8,Fox,Thriller,Runner Runner,10/4,114,R,"October 4, 2013",1 hrs. 31 min.,Fox,"$19,316,646",2013,"3,026","3,026"
"$51,300","$19,910,300",,6/27,Weinstein Company,Comedy,Quartet,1/11,115,PG-13,"January 11, 2013",1 hrs. 38 min.,Wein.,"$18,390,117",2013,2,725
"$7,634,900","$19,190,800",$35 million,4/4,FilmDistrict,Action / Crime,Parker,1/25,116,R,"January 25, 2013",1 hrs. 58 min.,FD,"$17,616,641",2013,"2,224","2,238"
"$6,705,400","$19,074,200",$13 million,6/6,Focus Features,Comedy / Drama,Admission,3/22,117,PG-13,"March 22, 2013",1 hrs. 57 min.,Focus,"$18,007,317",2013,"2,160","2,161"
"$8,921,400","$18,956,500",$3.5 million,5/23,Weinstein / Dimension,Thriller,Dark Skies,2/22,118,PG-13,"February 22, 2013",1 hrs. 37 min.,W/Dim.,"$17,418,667",2013,"2,313","2,313"
"$145,400","$18,932,900",$12 million,3/20,Paramount,Comedy / Drama,Nebraska,11/15,119,R,"November 15, 2013",1 hrs. 50 min.,Par.,"$17,654,912",2013,4,968
"$256,900","$18,212,300",,1/16,Fox Searchlight,Comedy,Enough Said,9/18,120,PG-13,"September 18, 2013",1 hrs. 33 min.,FoxS,"$17,550,872",2013,4,835
"$7,407,600","$17,795,300",$12 million,10/3,Open Road Films,Drama,Jobs,8/16,121,PG-13,"August 16, 2013",2 hrs. 2 min.,ORF,"$16,131,410",2013,"2,381","2,381"
"$426,200","$17,757,200",,10/31,Weinstein Company,Drama,Fruitvale Station,7/12,122,R,"July 12, 2013",1 hrs. 30 min.,Wein.,"$16,101,339",2013,7,"1,086"
"$8,124,700","$17,585,100",$25 million,1/16,Fox,Thriller,The Counselor,10/25,123,R,"October 25, 2013",1 hrs. 57 min.,Fox,"$16,973,715",2013,"3,044","3,044"
"$8,419,400","$16,531,700",$5 million,4/4,CBS Films,Horror,The Last Exorcism Part II,3/1,124,PG-13,"March 1, 2013",1 hrs. 28 min.,CBS,"$15,179,302",2013,"2,700","2,700"
"$1,114,900","$15,873,400",,12/26,Universal,Comedy,About Time,11/1,125,R,"November 1, 2013",2 hrs. 3 min.,Uni.,"$15,322,921",2013,175,"1,280"
"$286,500","$14,997,000",$5 million,6/11,A24,Crime Drama,Spring Breakers,3/15,126,R,"March 15, 2013",1 hrs. 34 min.,A24,"$14,124,284",2013,3,"1,379"
"$420,000","$14,211,500",,3/13,CBS Films,Comedy / Drama,Inside Llewyn Davis,12/6,127,R,"December 6, 2013",1 hrs. 45 min.,CBS,"$13,235,319",2013,4,729
"$6,843,100","$13,127,900",$45 million,2/28,Lionsgate,Action,The Last Stand,1/18,128,R,"January 18, 2013",1 hrs. 47 min.,LGF,"$12,050,299",2013,"2,913","2,913"
"$5,823,200","$11,860,500",,4/18,FilmDistrict,Thriller,Dead Man Down,3/8,129,R,"March 8, 2013",1 hrs. 50 min.,FD,"$10,895,295",2013,"2,188","2,188"
"$5,407,800","$11,750,600",$22 million,2/6,Relativity,Thriller,Out of the Furnace,12/4,130,R,"December 4, 2013",1 hrs. 46 min.,Rela.,"$11,330,849",2013,"2,101","2,101"
"$4,969,200","$11,584,800",$18 million,10/3,Warner Bros.,Thriller,Getaway (2013),8/30,131,PG-13,"August 30, 2013",1 hrs. 34 min.,WB,"$10,501,938",2013,"2,130","2,135"
"$4,954,900","$10,338,400",,3/14,Warner Bros.,Action Thriller,Bullet to the Head,2/1,132,R,"February 1, 2013",1 hrs. 31 min.,WB,"$9,489,829",2013,"2,404","2,404"
"$5,235,600","$9,631,000",$6 million,3/14,Relativity,Comedy,Movie 43,1/25,133,R,"January 25, 2013",1 hrs. 37 min.,Rela.,"$8,840,453",2013,"2,023","2,023"
"$5,078,800","$9,576,200",$20 million,10/20,Sony / Screen Gems,Drama,Battle of the Year,9/20,134,PG-13,"September 20, 2013",1 hrs. 49 min.,SGem,"$8,888,355",2013,"2,008","2,008"
"$4,760,100","$9,472,700",$15 million,6/13,Lionsgate,Comedy,Tyler Perry Presents Peeples,5/10,135,PG-13,"May 10, 2013",1 hrs. 35 min.,LGF,"$9,177,065",2013,"2,041","2,041"
"$87,300","$8,927,300",,3/27,Weinstein Company,Drama,Mandela: Long Walk to Freedom,11/29,136,PG-13,"November 29, 2013",2 hrs. 19 min.,Wein.,"$8,323,085",2013,4,"1,010"
"$254,900","$8,591,000",,11/7,Sony Classics,Drama,Before Midnight,5/24,137,R,"May 24, 2013",1 hrs. 48 min.,SPC,"$8,114,627",2013,5,897
"$3,546,500","$8,435,900",,1/12,Yash Raj,Foreign / Action,Dhoom 3,12/20,138,Unrated,"December 20, 2013",2 hrs. 52 min.,Yash,"$8,031,955",2013,239,239
"$3,975,000","$8,295,900",,11/14,Open Road Films,Action,Machete Kills,10/11,139,R,"October 11, 2013",1 hrs. 47 min.,ORF,"$8,008,161",2013,"2,538","2,538"
