adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,total_gross,year,theaters_opening,theaters_gross
"$40,843,600","$143,942,300",$81 million,7/9,Fox,Action / Adventure,Kingsman: The Secret Service,2/13,23,R,"February 13, 2015",2 hrs. 9 min.,Fox,"$128,261,724",2015,"3,204","3,282"
"$58,957,600","$142,688,200",$110 million,7/9,Lionsgate/Summit,Action / Adventure,The Divergent Series: Insurgent,3/20,24,PG-13,"March 20, 2015",1 hrs. 59 min.,LG/S,"$130,179,072",2015,"3,875","3,875"
"$46,550,800","$137,090,000",$99 million,3/31,Fox,Animation,The Peanuts Movie,11/6,25,G,"November 6, 2015",1 hrs. 33 min.,Fox,"$130,178,411",2015,"3,897","3,902"
"$41,225,500","$129,776,500",,4/7,Buena Vista,Animation,The Good Dinosaur,11/25,26,PG,"November 25, 2015",1 hrs. 40 min.,BV,"$123,087,120",2015,"3,749","3,749"
"$32,294,000","$123,046,900",$65 million,10/8,Fox,Comedy,Spy,6/5,27,R,"June 5, 2015",2 hrs. 0 min.,Fox,"$110,825,712",2015,"3,711","3,715"
"$33,416,800","$122,335,100",$35 million,10/15,Universal,Comedy,Trainwreck,7/17,28,R,"July 17, 2015",2 hrs. 5 min.,Uni.,"$110,212,700",2015,"3,158","3,171"
"$31,199,600","$115,724,300",$35 million,3/3,Warner Bros. (New Line),Drama,Creed,11/25,29,PG-13,"November 25, 2015",2 hrs. 13 min.,WB (NL),"$109,767,581",2015,"3,404","3,502"
"$35,138,000","$101,450,000",$190 million,9/17,Buena Vista,Sci-Fi,Tomorrowland,5/22,30,PG,"May 22, 2015",2 hrs. 10 min.,BV,"$93,436,322",2015,"3,972","3,972"
"$44,222,600","$100,663,500",$48 million,5/14,Fox,Action,Taken 3,1/9,31,PG-13,"January 9, 2015",1 hrs. 49 min.,Fox,"$89,256,424",2015,"3,594","3,594"
"$29,998,700","$99,661,900",$155 million,9/17,Paramount,Action,Terminator: Genisys,7/1,32,PG-13,"July 1, 2015",2 hrs. 6 min.,Par.,"$89,760,956",2015,"3,758","3,783"
"$38,132,700","$96,232,300",$40 million,7/9,Warner Bros.,Comedy,Get Hard,3/27,33,R,"March 27, 2015",1 hrs. 40 min.,WB,"$90,411,453",2015,"3,175","3,212"
"$14,659,000","$92,205,400",$30 million,3/10,Universal,Comedy,Sisters,12/18,34,R,"December 18, 2015",1 hrs. 58 min.,Uni.,"$87,044,645",2015,"2,962","2,978"
"$15,042,600","$90,870,000",,5/19,Fox,Family Comedy,Alvin and the Chipmunks: The Road Chip,12/18,35,PG,"December 18, 2015",1 hrs. 26 min.,Fox,"$85,886,987",2015,"3,653","3,705"
"$37,203,900","$90,463,500",$68 million,8/27,Universal,Comedy,Ted 2,6/26,36,R,"June 26, 2015",1 hrs. 55 min.,Uni.,"$81,476,385",2015,"3,442","3,448"
"$33,660,500","$88,182,000",$61 million,1/21,Fox,Action / Adventure,Maze Runner: The Scorch Trials,9/18,37,PG-13,"September 18, 2015",2 hrs. 11 min.,Fox,"$81,697,192",2015,"3,791","3,792"
"$26,660,200","$87,302,100",$88 million,11/8,Sony / Columbia,Action Comedy,Pixels,7/24,38,PG-13,"July 24, 2015",1 hrs. 45 min.,Sony,"$78,747,585",2015,"3,723","3,723"
"$21,395,900","$85,929,800",$55 million,6/18,Weinstein / Dimension,Family,Paddington,1/16,39,PG,"January 16, 2015",1 hrs. 35 min.,W/Dim.,"$76,271,832",2015,"3,303","3,355"
"$24,867,400","$84,328,500",$58 million,2/18,Sony / Columbia,Horror Comedy,Goosebumps,10/16,40,PG,"October 16, 2015",1 hrs. 43 min.,Sony,"$80,080,379",2015,"3,501","3,618"
"$19,683,800","$79,773,400",$35 million,1/7,Warner Bros.,Comedy,The Intern,9/25,41,PG-13,"September 25, 2015",2 hrs. 1 min.,WB,"$75,764,672",2015,"3,305","3,320"
"$16,183,900","$76,164,700",$40 million,3/10,Buena Vista,Thriller,Bridge of Spies,10/16,42,PG-13,"October 16, 2015",2 hrs. 20 min.,BV,"$72,313,754",2015,"2,811","2,873"
"$25,280,400","$75,766,700",$30 million,8/2,Sony / Columbia,Comedy,Paul Blart: Mall Cop 2,4/17,43,PG,"April 17, 2015",1 hrs. 34 min.,Sony,"$71,038,190",2015,"3,633","3,633"
"$742,800","$74,654,500",$28 million,4/7,Paramount,Drama,The Big Short,12/11,44,R,"December 11, 2015",2 hrs. 10 min.,Par.,"$70,259,870",2015,8,"2,529"
"$12,603,500","$74,345,000",$3 million,12/13,TriStar,Drama,War Room,8/28,45,PG,"August 28, 2015",2 hrs. 0 min.,TriS,"$67,790,117",2015,"1,135","1,945"
"$14,275,400","$73,294,500",$14.8 million,9/24,Warner Bros.,Comedy / Drama,Magic Mike XXL,7/1,46,R,"July 1, 2015",1 hrs. 55 min.,WB,"$66,013,057",2015,"3,355","3,376"
"$23,294,000","$72,704,300",$23 million,4/5,Sony / Screen Gems,Comedy,The Wedding Ringer,1/16,47,R,"January 16, 2015",1 hrs. 41 min.,SGem,"$64,460,211",2015,"3,003","3,003"
"$28,232,300","$71,267,400",$5 million,11/26,Universal,Horror,The Visit,9/11,48,PG-13,"September 11, 2015",1 hrs. 34 min.,Uni.,"$65,206,105",2015,"3,069","3,148"
"$25,131,800","$67,670,200",$53 million,12/3,Warner Bros.,Crime Drama,Black Mass,9/18,49,R,"September 18, 2015",2 hrs. 2 min.,WB,"$62,575,678",2015,"3,188","3,188"
"$16,300,500","$65,345,800",$31 million,10/29,Warner Bros. (New Line),Comedy,Vacation,7/29,50,R,"July 29, 2015",1 hrs. 39 min.,WB (NL),"$58,884,188",2015,"3,411","3,430"
"$28,743,700","$62,576,500",$12 million,12/3,Sony / Screen Gems,Thriller,The Perfect Guy,9/11,51,PG-13,"September 11, 2015",1 hrs. 40 min.,SGem,"$57,027,435",2015,"2,221","2,230"
"$28,519,000","$62,288,000",$120 million,10/22,Fox,Action / Adventure,Fantastic Four,8/7,52,PG-13,"August 7, 2015",1 hrs. 40 min.,Fox,"$56,117,548",2015,"3,995","4,004"
"$21,078,300","$60,549,600",$50.1 million,5/7,Warner Bros.,Comedy,Focus (2015),2/27,53,R,"February 27, 2015",1 hrs. 44 min.,WB,"$53,862,963",2015,"3,323","3,323"
"$17,914,800","$59,850,400",$60 million,3/17,Fox,Comedy / Drama,Joy,12/25,54,PG-13,"December 25, 2015",2 hrs. 4 min.,Fox,"$56,451,232",2015,"2,896","2,924"
"$18,543,500","$58,187,600",$30 million,11/5,Weinstein Company,Drama,Southpaw,7/24,55,R,"July 24, 2015",2 hrs. 3 min.,Wein.,"$52,421,953",2015,"2,772","2,772"
"$25,195,800","$57,978,400",$10 million,8/13,Focus Features,Horror,Insidious Chapter 3,6/5,56,PG-13,"June 5, 2015",1 hrs. 37 min.,Focus,"$52,218,558",2015,"3,002","3,014"
"$4,854,500","$57,577,300",$44 million,4/28,Weinstein Company,Western,The Hateful Eight,12/25,57,R,"December 25, 2015",2 hrs. 47 min.,Wein.,"$54,117,416",2015,100,"2,938"
"$20,725,500","$53,399,800",$176 million,5/7,Warner Bros.,Sci-Fi,Jupiter Ascending,2/6,58,PG-13,"February 6, 2015",2 hrs. 7 min.,WB,"$47,387,723",2015,"3,181","3,181"
"$24,065,400","$51,241,900",$35 million,8/6,Fox,Horror,Poltergeist (2015),5/22,59,PG-13,"May 22, 2015",1 hrs. 33 min.,Fox,"$47,425,125",2015,"3,240","3,242"
"$14,901,400","$50,423,400",$75 million,10/22,Warner Bros.,Action,The Man From U.N.C.L.E.,8/14,60,PG-13,"August 14, 2015",1 hrs. 56 min.,WB,"$45,445,109",2015,"3,638","3,673"
"$12,432,300","$49,872,900",,7/9,Buena Vista,Sports Drama,"McFarland, USA",2/20,61,PG,"February 20, 2015",2 hrs. 8 min.,BV,"$44,482,410",2015,"2,755","2,792"
"$445,600","$49,403,600",$30 million,1/14,Lionsgate,Action Drama,Sicario,9/18,62,R,"September 18, 2015",2 hrs. 1 min.,LGF,"$46,889,293",2015,6,"2,620"
"$13,161,800","$48,604,300",$5 million,10/9,STX Entertainment,Thriller,The Gift (2015),8/7,63,R,"August 7, 2015",1 hrs. 48 min.,STX,"$43,787,265",2015,"2,503","2,503"
"$310,600","$47,708,100",,5/5,Open Road Films,Drama,Spotlight,11/6,64,R,"November 6, 2015",2 hrs. 8 min.,ORF,"$45,055,776",2015,5,"1,227"
"$13,496,000","$47,353,700",$20 million,10/15,Warner Bros.,Family,Max (2015),6/26,65,PG,"June 26, 2015",1 hrs. 51 min.,WB,"$42,656,255",2015,"2,855","2,870"
"$8,018,600","$46,357,900",$55 million,11/26,Universal,Thriller,Everest (2015),9/18,66,PG-13,"September 18, 2015",2 hrs. 1 min.,Uni.,"$43,482,270",2015,545,"3,009"
"$14,046,900","$45,434,300",,7/9,Lionsgate,Drama,The Age of Adaline,4/24,67,PG-13,"April 24, 2015",1 hrs. 52 min.,LGF,"$42,629,776",2015,"2,991","3,070"
"$10,403,000","$45,325,800",$25 million,1/14,Sony / Columbia,Comedy,The Night Before,11/20,68,R,"November 20, 2015",1 hrs. 41 min.,Sony,"$43,047,372",2015,"2,960","2,960"
"$17,154,800","$45,003,100",$15 million,1/21,Universal,Horror Comedy,Krampus,12/4,69,PG-13,"December 4, 2015",1 hrs. 38 min.,Uni.,"$42,725,475",2015,"2,902","2,919"
"$197,200","$40,621,500",,5/26,Fox Searchlight,Drama,Brooklyn,11/4,70,PG-13,"November 4, 2015",1 hrs. 51 min.,FoxS,"$38,322,743",2015,5,962
"$16,819,800","$39,960,400",$4 million,3/12,Universal,Thriller,The Boy Next Door,1/23,71,R,"January 23, 2015",1 hrs. 31 min.,Uni.,"$35,423,380",2015,"2,602","2,615"
"$13,851,400","$39,861,900",$34 million,7/9,Fox,Romance,The Longest Ride,4/10,72,PG-13,"April 10, 2015",2 hrs. 19 min.,Fox,"$37,446,117",2015,"3,366","3,371"
"$12,193,600","$38,311,400",$8.5 million,5/14,Lionsgate,Comedy,The DUFF,2/20,73,PG-13,"February 20, 2015",1 hrs. 41 min.,LGF,"$34,030,343",2015,"2,575","2,622"
"$14,832,900","$36,956,300",$35 million,7/30,Warner Bros. (New Line),Comedy,Hot Pursuit,5/8,74,PG-13,"May 8, 2015",1 hrs. 27 min.,WB (NL),"$34,580,201",2015,"3,003","3,037"
"$16,125,200","$36,944,000",$150 million,1/7,Warner Bros.,Fantasy,Pan,10/9,75,PG,"October 9, 2015",1 hrs. 51 min.,WB,"$35,088,320",2015,"3,515","3,515"
"$9,634,200","$36,862,500",$10 million,6/25,Fox Searchlight,Comedy / Drama,The Second Best Exotic Marigold Hotel,3/6,76,PG,"March 6, 2015",2 hrs. 2 min.,FoxS,"$33,078,266",2015,"1,573","2,022"
"$11,069,600","$36,621,000",$35 million,3/17,Sony / Columbia,Drama,Concussion (2015),12/25,77,PG-13,"December 25, 2015",2 hrs. 3 min.,Sony,"$34,542,474",2015,"2,841","2,841"
"$11,417,500","$35,933,200",$30 million,8/13,Warner Bros.,Comedy,Entourage,6/3,78,R,"June 3, 2015",1 hrs. 44 min.,WB,"$32,363,404",2015,"3,108","3,108"
"$2,225,200","$35,544,300",$11 million,8/13,Weinstein Company,Drama,Woman in Gold,4/1,79,PG-13,"April 1, 2015",1 hrs. 49 min.,Wein.,"$33,307,793",2015,258,"2,011"
"$14,045,500","$35,525,900",$12 million,10/15,Fox,Drama,Paper Towns,7/24,80,PG-13,"July 24, 2015",1 hrs. 49 min.,Fox,"$32,000,304",2015,"3,031","3,031"
"$15,056,200","$35,471,600",$49 million,5/3,Sony / Columbia,Sci-Fi Action,Chappie,3/6,81,R,"March 6, 2015",2 hrs. 0 min.,Sony,"$31,569,268",2015,"3,201","3,201"
"$16,857,300","$34,557,000","$1,000,000",5/28,Universal,Horror,Unfriended,4/17,82,R,"April 17, 2015",1 hrs. 23 min.,Uni.,"$32,482,090",2015,"2,739","2,775"
"$13,838,200","$32,734,200",$55 million,11/26,Universal,Horror,Crimson Peak,10/16,83,R,"October 16, 2015",1 hrs. 59 min.,Uni.,"$31,090,320",2015,"2,984","2,991"
"$9,155,900","$32,570,100",,12/20,Broad Green Pictures,Comedy,A Walk in the Woods,9/2,84,R,"September 2, 2015",1 hrs. 44 min.,BG,"$29,504,281",2015,"1,960","2,158"
"$11,704,900","$30,781,800",$10 million,10/29,Focus Features,Horror,Sinister 2,8/21,85,R,"August 21, 2015",1 hrs. 37 min.,Focus,"$27,740,955",2015,"2,766","2,799"
"$10,318,400","$30,498,700",$105 million,2/25,Warner Bros.,Action,Point Break (2015),12/25,86,PG-13,"December 25, 2015",1 hrs. 53 min.,WB,"$28,782,481",2015,"2,910","2,910"
"$9,006,000","$30,261,700",,11/26,Weinstein Company,Action,No Escape,8/26,87,R,"August 26, 2015",1 hrs. 41 min.,Wein.,"$27,288,872",2015,"3,355","3,415"
"$16,952,100","$29,895,600",,3/19,Relativity,Horror,The Woman in Black 2: Angel of Death,1/2,88,PG-13,"January 2, 2015",1 hrs. 38 min.,Rela.,"$26,501,323",2015,"2,602","2,602"
"$7,340,200","$29,774,900",$18 million,10/11,TriStar,Comedy / Drama,Ricki and the Flash,8/7,89,PG-13,"August 7, 2015",1 hrs. 41 min.,TriS,"$26,822,144",2015,"1,603","2,064"
"$12,422,700","$29,539,800",$50 million,5/7,Warner Bros.,Action,Run All Night,3/13,90,R,"March 13, 2015",1 hrs. 54 min.,WB,"$26,461,644",2015,"3,171","3,171"
"$11,510,300","$29,020,300",$3.3 million,6/11,Relativity,Horror,The Lazarus Effect,2/27,91,PG-13,"February 27, 2015",1 hrs. 23 min.,Rela.,"$25,801,047",2015,"2,666","2,666"
"$11,384,600","$28,814,700",$90 million,12/31,Lionsgate/Summit,Action Fantasy,The Last Witch Hunter,10/23,92,PG-13,"October 23, 2015",1 hrs. 46 min.,LG/S,"$27,367,660",2015,"3,082","3,082"
"$8,757,300","$27,697,100",$17 million,1/14,Lionsgate,Comedy,Love the Coopers,11/13,93,PG-13,"November 13, 2015",1 hrs. 47 min.,LGF,"$26,302,731",2015,"2,603","2,603"
"$252,400","$27,190,000",$15 million,9/3,A24,Sci-Fi Thriller,Ex Machina,4/10,94,R,"April 10, 2015",1 hrs. 50 min.,A24,"$25,442,958",2015,4,"2,004"
"$11,637,800","$26,372,500",$100 million,2/11,Warner Bros.,Drama,In the Heart of the Sea,12/11,95,PG-13,"December 11, 2015",2 hrs. 1 min.,WB,"$25,020,758",2015,"3,103","3,103"
"$10,890,400","$25,275,400","$100,000",9/17,Warner Bros. (New Line),Horror,The Gallows,7/10,96,R,"July 10, 2015",1 hrs. 21 min.,WB (NL),"$22,764,410",2015,"2,720","2,720"
"$9,374,600","$25,210,600",$12 million,3/26,Paramount,Sci-Fi,Project Almanac,1/30,97,PG-13,"January 30, 2015",1 hrs. 46 min.,Par.,"$22,348,241",2015,"2,893","2,900"
"$9,245,000","$24,936,100",$35 million,10/15,Fox,Action / Adventure,Hitman: Agent 47,8/21,98,R,"August 21, 2015",1 hrs. 36 min.,Fox,"$22,467,450",2015,"3,261","3,273"
"$7,009,200","$24,321,800",$9 million,5/14,Relativity,Drama,Black or White,1/30,99,PG-13,"January 30, 2015",2 hrs. 1 min.,Rela.,"$21,571,189",2015,"1,823","1,823"
"$10,288,000","$23,390,900",$37 million,7/30,Sony / Columbia,Comedy / Drama,Aloha,5/29,100,PG-13,"May 29, 2015",1 hrs. 45 min.,Sony,"$21,067,116",2015,"2,815","2,815"
"$4,234,800","$20,297,900",,10/22,Lionsgate,Animation,Shaun the Sheep Movie,8/5,101,PG,"August 5, 2015",1 hrs. 25 min.,LGF,"$19,375,982",2015,"2,320","2,360"
"$6,614,800","$20,065,700",$19.5 million,1/14,STX Entertainment,Thriller,The Secret in their Eyes (2015),11/20,102,PG-13,"November 20, 2015",1 hrs. 51 min.,STX,"$20,180,155",2015,"2,392","2,392"
"$209,900","$19,902,500",$5 million,5/21,Sony Classics,Drama,Still Alice,1/16,103,PG-13,"January 16, 2015",1 hrs. 41 min.,SPC,"$18,754,371",2015,12,"1,318"
"$2,553,000","$18,588,900",,11/5,Roadside Attractions,Crime Drama,Mr. Holmes,7/17,104,PG,"July 17, 2015",1 hrs. 43 min.,RAtt.,"$17,737,646",2015,361,898
"$6,395,800","$18,355,300",$7 million,9/17,Open Road Films,Comedy / Drama,Dope,6/19,105,R,"June 19, 2015",1 hrs. 55 min.,ORF,"$17,506,470",2015,"2,002","2,002"
"$7,688,700","$18,347,400",$95 million,3/19,Universal,Fantasy,Seventh Son,2/6,106,PG-13,"February 6, 2015",1 hrs. 42 min.,Uni.,"$17,223,265",2015,"2,875","2,875"
"$8,024,100","$18,195,000",$10 million,11/24,Paramount,Horror,Paranormal Activity: The Ghost Dimension,10/23,107,R,"October 23, 2015",1 hrs. 35 min.,Par.,"$18,300,124",2015,"1,656","1,656"
"$518,500","$17,664,600",$30 million,12/13,Universal,Drama,Steve Jobs,10/9,108,R,"October 9, 2015",2 hrs. 2 min.,Uni.,"$17,766,658",2015,4,"2,493"
"$7,712,300","$16,785,500",,11/19,EuropaCorp,Action,The Transporter Refueled,9/4,109,PG-13,"September 4, 2015",1 hrs. 36 min.,EC,"$16,029,670",2015,"3,434","3,434"
"$4,599,100","$16,527,400",,7/23,Buena Vista,Documentary,Monkey Kingdom,4/17,110,G,"April 17, 2015",1 hrs. 21 min.,BV,"$16,432,322",2015,"2,012","2,012"
"$5,718,700","$15,136,400",$28 million,10/8,Lionsgate,Action Comedy,American Ultra,8/21,111,R,"August 21, 2015",1 hrs. 36 min.,LGF,"$14,440,985",2015,"2,778","2,778"
"$170,500","$14,789,000",,6/25,Radius-TWC,Horror,It Follows,3/13,112,R,"March 13, 2015",1 hrs. 37 min.,RTWC,"$14,674,076",2015,4,"1,655"
"$117,600","$14,729,500",,4/24,A24,Drama,Room,10/16,113,R,"October 16, 2015",1 hrs. 58 min.,A24,"$14,677,654",2015,4,862
"$3,979,200","$14,311,600",,2/11,Pure Flix,Drama,Woodlawn,10/16,114,PG,"October 16, 2015",2 hrs. 3 min.,PFR,"$14,394,097",2015,"1,553","1,553"
"$4,973,800","$13,574,300",$20 million,2/11,Weinstein Company,Comedy,Burnt,10/30,115,R,"October 30, 2015",1 hrs. 40 min.,Wein.,"$13,651,946",2015,"3,003","3,003"
"$3,825,700","$13,344,500",,6/25,Pure Flix,Drama,Do You Believe?,3/20,116,PG-13,"March 20, 2015",2 hrs. 0 min.,PFR,"$12,985,600",2015,"1,320","1,356"
"$5,863,700","$13,236,200",,4/16,Buena Vista,Animation,Strange Magic,1/23,117,PG,"January 23, 2015",1 hrs. 39 min.,BV,"$12,429,583",2015,"3,020","3,020"
"$2,225,100","$13,159,200",,10/1,Roadside Attractions,Music Drama,Love & Mercy,6/5,118,PG-13,"June 5, 2015",2 hrs. 1 min.,RAtt.,"$12,551,031",2015,481,791
"$6,352,600","$13,118,400",$14 million,3/26,Paramount,Comedy,Hot Tub Time Machine 2,2/20,119,R,"February 20, 2015",1 hrs. 33 min.,Par.,"$12,314,651",2015,"2,880","2,901"
"$5,665,400","$12,875,100",$26 million,8/27,Focus Features,Sci-Fi Thriller,Self/Less,7/10,120,PG-13,"July 10, 2015",1 hrs. 57 min.,Focus,"$12,279,691",2015,"2,353","2,353"
"$252,100","$12,762,300",,3/31,Weinstein Company,Drama,Carol,11/20,121,R,"November 20, 2015",1 hrs. 58 min.,Wein.,"$12,711,491",2015,4,790
"$165,800","$12,525,500",,8/13,Fox Searchlight,Drama,Far from the Madding Crowd,5/1,122,PG-13,"May 1, 2015",1 hrs. 59 min.,FoxS,"$12,236,500",2015,10,902
"$5,754,000","$12,159,900",,1/21,Warner Bros.,Drama,The 33,11/13,123,PG-13,"November 13, 2015",2 hrs. 0 min.,WB,"$12,227,722",2015,"2,452","2,452"
"$186,200","$11,142,000",,3/17,Focus Features,Drama,The Danish Girl,11/27,124,R,"November 27, 2015",2 hrs. 0 min.,Focus,"$11,114,018",2015,4,794
"$5,356,900","$11,124,400",$40 million,4/30,Open Road Films,Thriller,The Gunman,3/20,125,R,"March 20, 2015",1 hrs. 55 min.,ORF,"$10,664,749",2015,"2,816","2,816"
"$5,084,100","$10,880,300",$35 million,4/16,Fox,Comedy,Unfinished Business,3/6,126,R,"March 6, 2015",1 hrs. 31 min.,Fox,"$10,219,501",2015,"2,777","2,777"
,"$10,090,100",,6/9,Sony Classics,Drama,The Lady in the Van,12/4,127,PG-13,"December 4, 2015",1 hrs. 44 min.,SPC,"$10,021,175",2015,,602
"$1,635,900","$10,079,200",$35 million,11/8,TriStar,Adventure,The Walk,9/30,128,PG,"September 30, 2015",2 hrs. 3 min.,TriS,"$10,137,502",2015,448,"2,509"
"$3,590,700","$9,490,600",$5.3 million,10/22,Lionsgate,Animation,Un Gallo con Muchos Huevos,9/4,129,PG-13,"September 4, 2015",1 hrs. 38 min.,LGF,"$9,080,818",2015,395,616
"$233,300","$8,813,000",,1/14,A24,Documentary,Amy,7/3,130,R,"July 3, 2015",2 hrs. 8 min.,A24,"$8,413,144",2015,6,435
"$2,748,400","$8,574,500",,9/10,Eros,Drama,Bajrangi Bhaijaan,7/17,131,Unrated,"July 17, 2015",2 hrs. 43 min.,Eros,"$8,178,001",2015,257,257
"$4,156,500","$8,528,500",$70 million,2/5,Universal,Thriller,Blackhat,1/16,132,R,"January 16, 2015",2 hrs. 15 min.,Uni.,"$8,005,980",2015,"2,567","2,568"
"$1,906,100","$8,396,600",,8/17,FUNimation Films,Animation,Dragon Ball Z: Resurrection 'F',8/4,133,Unrated,"August 4, 2015",1 hrs. 45 min.,FUN,"$8,008,363",2015,183,913
"$4,474,800","$8,198,500",$60 million,2/19,Lionsgate,Action Comedy,Mortdecai,1/23,134,R,"January 23, 2015",1 hrs. 46 min.,LGF,"$7,696,134",2015,"2,648","2,648"
"$73,800","$7,826,700",,3/3,Bleecker Street,Drama,Trumbo (2015),11/6,135,R,"November 6, 2015",2 hrs. 4 min.,BST,"$7,857,741",2015,5,660
"$52,300","$7,786,900",,9/10,Bleecker Street,Comedy / Drama,I'll See You In My Dreams,5/15,136,PG-13,"May 15, 2015",1 hrs. 32 min.,BST,"$7,449,681",2015,3,290
"$242,500","$7,630,000",,6/28,A24,Comedy / Drama,While We're Young,3/27,137,R,"March 27, 2015",1 hrs. 34 min.,A24,"$7,587,485",2015,4,762
"$121,100","$7,177,700","$600,000",3/3,Sony Classics,Comedy,Grandma (2015),8/21,138,R,"August 21, 2015",1 hrs. 18 min.,SPC,"$6,980,524",2015,4,"1,061"
"$3,691,300","$7,151,000",$5 million,11/5,BH Tilt,Horror,The Green Inferno,9/25,139,R,"September 25, 2015",1 hrs. 40 min.,BH Tilt,"$7,192,291",2015,"1,540","1,543"
"$206,000","$7,086,100",$8 million,9/10,Fox Searchlight,Drama,Me and Earl and the Dying Girl,6/12,140,PG-13,"June 12, 2015",1 hrs. 44 min.,FoxS,"$6,758,416",2015,15,870
