adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,total_gross,year,theaters_opening,theaters_gross
"$37,625,500","$97,379,700",$40 million,6/16,Universal,Action Comedy,Ride Along 2,1/15,33,PG-13,"January 15, 2016",1 hrs. 41 min.,Uni.,"$91,221,830",2016,"3,175","3,192"
"$28,429,100","$95,797,300",$9.9 million,12/22,Sony / Screen Gems,Horror Thriller,Don't Breathe,8/26,34,R,"August 26, 2016",1 hrs. 28 min.,SGem,"$89,217,875",2016,"3,051","3,384"
"$31,076,300","$90,913,100",$110 million,2/9,Fox,Fantasy,Miss Peregrine's Home for Peculiar Children,9/30,35,PG-13,"September 30, 2016",2 hrs. 7 min.,Fox,"$87,242,834",2016,"3,522","3,835"
"$25,750,400","$89,887,900",$44 million,1/12,Warner Bros.,Drama,The Accountant,10/14,36,R,"October 14, 2016",2 hrs. 8 min.,WB,"$86,260,045",2016,"3,332","3,402"
"$37,055,900","$86,182,700",$135 million,9/8,Paramount,Action / Adventure,Teenage Mutant Ninja Turtles: Out of the Shadows,6/3,37,PG-13,"June 3, 2016",1 hrs. 52 min.,Par.,"$82,051,601",2016,"4,071","4,071"
"$33,922,300","$85,263,500",$10 million,10/13,Universal,Thriller,The Purge: Election Year,7/1,38,R,"July 1, 2016",1 hrs. 45 min.,Uni.,"$79,213,375",2016,"2,796","2,821"
"$23,157,400","$81,994,000",$65 million,12/15,Buena Vista,Family,Pete's Dragon (2016),8/12,39,PG,"August 12, 2016",1 hrs. 42 min.,BV,"$76,233,151",2016,"3,702","3,702"
"$28,181,700","$80,883,900",$170 million,9/1,Buena Vista,Family Adventure,Alice Through the Looking Glass,5/27,40,PG,"May 27, 2016",1 hrs. 52 min.,BV,"$77,041,381",2016,"3,763","3,763"
"$25,569,100","$78,568,700",$45 million,12/29,Universal,Thriller,The Girl on the Train (2016),10/7,41,R,"October 7, 2016",1 hrs. 52 min.,Uni.,"$75,395,035",2016,"3,144","3,241"
"$26,399,000","$76,712,300",,6/2,Paramount,Thriller,10 Cloverfield Lane,3/11,42,PG-13,"March 11, 2016",1 hrs. 45 min.,Par.,"$72,082,998",2016,"3,391","3,427"
"$22,939,200","$76,594,000",$70 million,1/12,Warner Bros.,Animation,Storks,9/23,43,PG,"September 23, 2016",1 hrs. 29 min.,WB,"$72,679,278",2016,"3,922","3,922"
"$29,701,200","$76,287,900",$20 million,12/22,Lionsgate,Horror Comedy,Boo! A Madea Halloween,10/21,44,PG-13,"October 21, 2016",1 hrs. 43 min.,LGF,"$73,206,343",2016,"2,260","2,299"
"$23,344,700","$72,406,900",$4.9 million,9/29,Warner Bros. (New Line),Horror,Lights Out,7/22,45,PG-13,"July 22, 2016",1 hrs. 21 min.,WB (NL),"$67,268,835",2016,"2,818","2,835"
"$30,989,600","$70,373,300",,6/2,Lionsgate/Summit,Action / Adventure,The Divergent Series: Allegiant,3/18,46,PG-13,"March 18, 2016",2 hrs. 1 min.,LG/S,"$66,184,051",2016,"3,740","3,740"
"$15,830,200","$70,021,000",$40 million,3/9,Lionsgate,Action Drama,Hacksaw Ridge,11/4,47,R,"November 4, 2016",2 hrs. 11 min.,LGF,"$67,209,615",2016,"2,886","2,971"
"$23,005,600","$68,944,600",$105 million,11/3,Fox,Animation,Ice Age: Collision Course,7/22,48,PG,"July 22, 2016",1 hrs. 34 min.,Fox,"$64,063,008",2016,"3,992","3,997"
"$23,485,600","$68,534,100",,8/25,Lionsgate/Summit,Thriller,Now You See Me 2,6/10,49,PG-13,"June 10, 2016",2 hrs. 9 min.,LG/S,"$65,075,540",2016,"3,232","3,232"
"$23,098,100","$66,814,700",$60 million,6/2,Focus Features,Action,London Has Fallen,3/4,50,R,"March 4, 2016",1 hrs. 39 min.,Focus,"$62,678,608",2016,"3,490","3,492"
"$24,748,400","$66,405,000",$29 million,8/4,Universal,Comedy,The Boss,4/8,51,R,"April 8, 2016",1 hrs. 39 min.,Uni.,"$63,285,885",2016,"3,480","3,495"
"$15,813,700","$65,467,900",$13 million,7/21,TriStar,Drama,Miracles from Heaven,3/16,52,PG,"March 16, 2016",1 hrs. 49 min.,TriS,"$61,705,123",2016,"3,047","3,155"
"$21,768,200","$64,019,500",$110 million,12/15,Lionsgate/Summit,Action Drama,Deepwater Horizon,9/30,53,PG-13,"September 30, 2016",1 hrs. 47 min.,LG/S,"$61,433,527",2016,"3,259","3,403"
"$19,069,400","$63,094,900",,5/26,Universal,Comedy,My Big Fat Greek Wedding 2,3/25,54,PG-13,"March 25, 2016",1 hrs. 34 min.,Uni.,"$59,689,605",2016,"3,133","3,179"
"$11,466,100","$62,652,200",$38 million,3/23,Fox,Comedy,Why Him?,12/23,55,R,"December 23, 2016",1 hrs. 51 min.,Fox,"$60,323,786",2016,"2,917","3,008"
"$23,835,300","$61,166,600",$60 million,1/12,Paramount,Crime Drama,Jack Reacher: Never Go Back,10/21,56,PG-13,"October 21, 2016",1 hrs. 58 min.,Par.,"$58,697,076",2016,"3,780","3,780"
"$134,900","$59,887,100",$24 million,3/30,Paramount,Drama,Fences,12/16,57,PG-13,"December 16, 2016",2 hrs. 18 min.,Par.,"$57,682,904",2016,4,"2,368"
"$20,209,400","$59,718,400",$140 million,10/13,Buena Vista,Adventure,The BFG,7/1,58,PG,"July 1, 2016",1 hrs. 57 min.,BV,"$55,483,770",2016,"3,357","3,392"
"$19,645,500","$59,106,500",$20 million,8/18,Warner Bros. (New Line),Romance,Me Before You,6/3,59,PG-13,"June 3, 2016",1 hrs. 50 min.,WB (NL),"$56,245,075",2016,"2,704","2,762"
"$17,628,400","$58,622,400",$17 million,9/29,Sony / Columbia,Horror,The Shallows,6/24,60,PG-13,"June 24, 2016",1 hrs. 25 min.,Sony,"$55,124,043",2016,"2,962","2,962"
"$22,832,200","$58,199,100",,7/14,Universal,Comedy,Neighbors 2: Sorority Rising,5/20,61,R,"May 20, 2016",1 hrs. 31 min.,Uni.,"$55,455,765",2016,"3,384","3,416"
"$17,601,200","$57,030,300",$45 million,1/26,Paramount,Comedy,Office Christmas Party,12/9,62,R,"December 9, 2016",1 hrs. 45 min.,Par.,"$54,767,494",2016,"3,210","3,210"
"$10,710,900","$56,809,100",$125 million,3/9,Fox,Action,Assassin's Creed,12/21,63,PG-13,"December 21, 2016",2 hrs. 20 min.,Fox,"$54,647,948",2016,"2,970","2,996"
"$21,239,500","$56,694,400",,7/14,Warner Bros. (New Line),Comedy,Barbershop: The Next Cut,4/15,64,PG-13,"April 15, 2016",1 hrs. 52 min.,WB (NL),"$54,030,051",2016,"2,661","2,676"
"$17,289,500","$56,426,000",$50 million,3/24,Paramount,Drama,13 Hours: The Secret Soldiers of Benghazi,1/15,65,R,"January 15, 2016",2 hrs. 24 min.,Par.,"$52,853,219",2016,"2,389","2,917"
"$128,600","$53,623,900",$12 million,5/11,Weinstein Company,Drama,Lion,11/25,66,PG-13,"November 25, 2016",2 hrs. 0 min.,Wein.,"$51,738,905",2016,4,"1,802"
"$13,571,400","$51,631,100",$60 million,12/1,Focus Features,Animation,Kubo and the Two Strings,8/19,67,PG,"August 19, 2016",1 hrs. 41 min.,Focus,"$48,023,088",2016,"3,260","3,279"
"$20,402,800","$50,779,000",$115 million,8/4,Universal,Action / Adventure,The Huntsman: Winter's War,4/22,68,PG-13,"April 22, 2016",1 hrs. 54 min.,Uni.,"$48,390,190",2016,"3,791","3,802"
"$19,087,500","$50,003,400",$38 million,4/14,Warner Bros. (New Line),Romantic Comedy,How to Be Single,2/12,69,R,"February 12, 2016",1 hrs. 50 min.,WB (NL),"$46,843,513",2016,"3,343","3,357"
"$25,356,400","$49,754,600",$160 million,9/8,Universal,Fantasy,Warcraft,6/10,70,PG-13,"June 10, 2016",2 hrs. 3 min.,Uni.,"$47,365,290",2016,"3,400","3,406"
"$267,300","$49,564,400",$9 million,4/27,Roadside Attractions,Drama,Manchester by the Sea,11/18,71,R,"November 18, 2016",2 hrs. 15 min.,RAtt.,"$47,695,371",2016,4,"1,213"
"$17,898,200","$49,523,200",$33 million,10/13,Fox,Comedy,Mike and Dave Need Wedding Dates,7/8,72,R,"July 8, 2016",1 hrs. 38 min.,Fox,"$46,009,673",2016,"2,982","3,008"
"$15,807,000","$46,308,100",,10/20,Warner Bros.,Comedy / Drama,War Dogs,8/19,73,R,"August 19, 2016",1 hrs. 54 min.,WB,"$43,034,523",2016,"3,258","3,258"
"$15,771,300","$43,931,800",$17 million,1/12,Universal,Comedy,Almost Christmas,11/11,74,PG-13,"November 11, 2016",1 hrs. 52 min.,Uni.,"$42,158,780",2016,"2,376","2,379"
"$15,516,600","$43,043,300",$27 million,8/4,TriStar,Drama / Thriller,Money Monster,5/13,75,R,"May 13, 2016",1 hrs. 35 min.,TriS,"$41,012,075",2016,"3,104","3,104"
"$13,236,400","$41,782,000",$85 million,1/26,Paramount,Romantic Thriller,Allied,11/23,76,R,"November 23, 2016",2 hrs. 1 min.,Par.,"$40,098,064",2016,"3,160","3,160"
"$10,166,900","$41,527,800",$19 million,10/6,Lionsgate,Thriller,Nerve,7/27,77,PG-13,"July 27, 2016",1 hrs. 36 min.,LGF,"$38,583,626",2016,"2,538","2,538"
"$12,599,000","$39,362,000",$20 million,5/19,Sony / Columbia,Action / Adventure,Risen,2/19,78,PG-13,"February 19, 2016",1 hrs. 47 min.,Sony,"$36,880,033",2016,"2,915","2,915"
"$11,507,000","$38,240,900",$10 million,3/31,STX Entertainment,Horror,The Boy (2016),1/22,79,PG-13,"January 22, 2016",1 hrs. 38 min.,STX,"$35,819,556",2016,"2,671","2,671"
"$11,755,100","$38,076,200",$50 million,8/4,Warner Bros.,Comedy Thriller,The Nice Guys,5/20,80,R,"May 20, 2016",1 hrs. 56 min.,WB,"$36,261,763",2016,"2,865","2,865"
"$11,863,000","$37,999,200",$25 million,3/17,Lionsgate,Comedy,Dirty Grandpa,1/22,81,R,"January 22, 2016",1 hrs. 42 min.,LGF,"$35,593,113",2016,"2,912","2,912"
"$11,024,400","$37,265,700",$38 million,5/26,Sony / Columbia,Sci-Fi Action,The 5th Wave,1/22,82,PG-13,"January 22, 2016",1 hrs. 52 min.,Sony,"$34,916,787",2016,"2,908","2,908"
"$14,657,600","$36,623,900",$9 million,12/29,Universal,Horror,Ouija: Origin of Evil,10/21,83,PG-13,"October 21, 2016",1 hrs. 39 min.,Uni.,"$35,144,505",2016,"3,167","3,168"
"$15,485,900","$35,788,300",$75 million,1/19,Sony / Columbia,Thriller,Inferno,10/28,84,PG-13,"October 28, 2016",2 hrs. 1 min.,Sony,"$34,343,574",2016,"3,576","3,576"
"$8,781,400","$34,093,300",$25 million,6/16,Open Road Films,Comedy,Mother's Day,4/29,85,PG-13,"April 29, 2016",1 hrs. 58 min.,ORF,"$32,492,859",2016,"3,035","3,291"
"$15,078,700","$33,245,100",$140 million,5/12,Lionsgate/Summit,Action / Adventure,Gods of Egypt,2/26,86,PG-13,"February 26, 2016",2 hrs. 7 min.,LG/S,"$31,153,464",2016,"3,117","3,117"
"$168,100","$33,043,500",$45 million,3/9,Lionsgate,Drama,Patriots Day,12/21,87,R,"December 21, 2016",2 hrs. 10 min.,LGF,"$31,886,361",2016,7,"3,120"
"$12,122,800","$32,554,800",$22 million,6/30,Universal,Comedy,"Hail, Caesar!",2/5,88,PG-13,"February 5, 2016",1 hrs. 40 min.,Uni.,"$30,498,085",2016,"2,232","2,248"
"$7,401,000","$32,266,400",$36 million,2/9,Warner Bros. (New Line),Drama,Collateral Beauty,12/16,89,PG-13,"December 16, 2016",1 hrs. 34 min.,WB (NL),"$31,016,021",2016,"3,028","3,028"
"$15,287,100","$31,936,300",$10 million,11/17,Sony / Screen Gems,Drama,When the Bough Breaks,9/9,90,PG-13,"September 9, 2016",1 hrs. 47 min.,SGem,"$29,747,603",2016,"2,246","2,246"
"$14,776,800","$30,798,800",,3/31,Paramount,Comedy,Zoolander 2,2/12,91,PG-13,"February 12, 2016",1 hrs. 40 min.,Par.,"$28,848,693",2016,"3,394","3,418"
"$7,105,500","$29,464,200",$29 million,10/27,Paramount,Drama,Florence Foster Jenkins,8/12,92,PG-13,"August 12, 2016",1 hrs. 50 min.,Par.,"$27,383,770",2016,"1,528","1,528"
"$10,984,500","$29,431,900",,4/7,Buena Vista,Thriller,The Finest Hours,1/29,93,PG-13,"January 29, 2016",1 hrs. 49 min.,BV,"$27,569,558",2016,"3,143","3,143"
"$668,800","$29,010,900",$12 million,11/17,Lionsgate,Action Drama,Hell or High Water,8/12,94,R,"August 12, 2016",1 hrs. 42 min.,LGF,"$27,007,844",2016,32,"1,505"
"$419,000","$28,934,100",$4 million,5/4,A24,Drama,Moonlight (2016),10/21,95,R,"October 21, 2016",1 hrs. 50 min.,A24,"$27,854,932",2016,4,"1,564"
"$12,059,600","$28,425,000",$100 million,10/6,Paramount,Historical Epic,Ben-Hur (2016),8/19,96,PG-13,"August 19, 2016",2 hrs. 3 min.,Par.,"$26,410,477",2016,"3,084","3,084"
"$13,602,500","$28,392,000",$10 million,3/17,Focus Features,Horror,The Forest,1/8,97,PG-13,"January 8, 2016",1 hrs. 35 min.,Focus,"$26,594,261",2016,"2,451","2,509"
"$9,395,100","$26,820,500",$4 million,5/26,A24,Horror,The Witch,2/19,98,R,"February 19, 2016",1 hrs. 32 min.,A24,"$25,138,705",2016,"2,046","2,204"
"$9,226,500","$25,912,800",$35 million,12/15,Universal,Romantic Comedy,Bridget Jones's Baby,9/16,99,R,"September 16, 2016",2 hrs. 2 min.,Uni.,"$24,252,420",2016,"2,927","2,930"
"$7,953,900","$24,619,700",$35 million,4/28,Paramount,Comedy,Whiskey Tango Foxtrot,3/4,100,R,"March 4, 2016",1 hrs. 52 min.,Par.,"$23,083,334",2016,"2,374","2,413"
"$11,579,800","$23,215,300",$9.9 million,12/15,Universal,Concert,Kevin Hart: What Now?,10/14,101,R,"October 14, 2016",1 hrs. 36 min.,Uni.,"$23,591,043",2016,"2,567","2,567"
"$8,131,700","$21,784,400",$40 million,11/17,Open Road Films,Thriller,Snowden,9/16,102,R,"September 16, 2016",2 hrs. 14 min.,ORF,"$21,587,519",2016,"2,443","2,443"
"$7,579,200","$21,555,300",,10/27,Lionsgate/Summit,Action,Mechanic: Resurrection,8/26,103,R,"August 26, 2016",1 hrs. 39 min.,LG/S,"$21,218,403",2016,"2,258","2,258"
"$9,733,600","$21,014,600",$5 million,10/27,Lionsgate,Horror,Blair Witch,9/16,104,R,"September 16, 2016",1 hrs. 30 min.,LGF,"$20,777,061",2016,"3,121","3,121"
"$7,502,800","$20,868,900",$50 million,7/28,STX Entertainment,Action Drama,Free State of Jones,6/24,105,R,"June 24, 2016",2 hrs. 19 min.,STX,"$20,810,036",2016,"2,815","2,815"
"$7,553,800","$20,584,700",,7/21,Pure Flix,Drama,God's Not Dead 2,4/1,106,PG,"April 1, 2016",2 hrs. 1 min.,PFR,"$20,774,575",2016,"2,419","2,419"
"$9,366,600","$20,403,200",$15 million,6/30,Warner Bros. (New Line),Comedy,Keanu,4/29,107,R,"April 29, 2016",1 hrs. 38 min.,WB (NL),"$20,591,853",2016,"2,658","2,681"
"$6,352,700","$20,015,000",$30 million,10/27,EuropaCorp,Comedy,Nine Lives (2016),8/5,108,PG,"August 5, 2016",1 hrs. 27 min.,EC,"$19,700,032",2016,"2,264","2,264"
"$6,768,900","$19,688,500",$8.5 million,12/1,Lionsgate,Comedy,Middle School: The Worst Years of My Life,10/7,109,PG,"October 7, 2016",1 hrs. 29 min.,LGF,"$20,007,149",2016,"2,822","2,822"
"$7,413,900","$19,357,500",,4/21,Focus Features,Drama,Race (2016),2/19,110,PG-13,"February 19, 2016",2 hrs. 14 min.,Focus,"$19,206,207",2016,"2,369","2,387"
"$6,099,800","$18,883,700",,3/31,Lionsgate,Romance,The Choice,2/5,111,PG-13,"February 5, 2016",1 hrs. 51 min.,LGF,"$18,730,891",2016,"2,631","2,631"
"$114,700","$18,571,000",,7/21,Bleecker Street,Drama / Thriller,Eye in the Sky,3/11,112,R,"March 11, 2016",1 hrs. 42 min.,BST,"$18,704,595",2016,5,"1,089"
"$6,078,300","$17,498,400",$26 million,1/26,Broad Green Pictures,Comedy,Bad Santa 2,11/23,113,R,"November 23, 2016",1 hrs. 27 min.,BG,"$17,782,178",2016,"2,920","2,945"
"$6,900,000","$17,201,700",,3/17,Lionsgate,Animation,Norm of the North,1/15,114,PG,"January 15, 2016",1 hrs. 30 min.,LGF,"$17,062,499",2016,"2,411","2,411"
"$6,648,800","$17,091,400",,11/10,Relativity,Comedy,Masterminds (2016),9/30,115,PG-13,"September 30, 2016",1 hrs. 34 min.,Rela.,"$17,368,022",2016,"3,042","3,042"
"$6,134,300","$15,910,100",$23 million,5/26,Fox,Drama,Eddie the Eagle,2/26,116,PG-13,"February 26, 2016",1 hrs. 45 min.,Fox,"$15,789,389",2016,"2,042","2,044"
"$5,391,000","$15,690,600",,10/6,Broad Green Pictures,Drama / Thriller,The Infiltrator,7/13,117,R,"July 13, 2016",2 hrs. 7 min.,BG,"$15,436,808",2016,"1,601","1,601"
"$6,892,700","$15,608,900",$8.5 million,12/8,Fox Searchlight,Drama,The Birth of a Nation,10/7,118,R,"October 7, 2016",1 hrs. 50 min.,FoxS,"$15,861,566",2016,"2,105","2,105"
"$5,374,500","$14,667,000",$40 million,12/29,Fox,Comedy,Keeping Up with the Joneses,10/21,119,PG-13,"October 21, 2016",1 hrs. 41 min.,Fox,"$14,904,426",2016,"3,022","3,022"
"$5,714,400","$14,573,900",,5/26,Lionsgate/Summit,Action,Criminal (2016),4/15,120,R,"April 15, 2016",1 hrs. 53 min.,LG/S,"$14,708,696",2016,"2,683","2,683"
"$85,700","$14,387,100",,7/28,Roadside Attractions,Comedy,"Hello, My Name is Doris",3/11,121,R,"March 11, 2016",1 hrs. 35 min.,RAtt.,"$14,444,999",2016,4,979
"$4,678,500","$14,201,500",$9 million,1/5,STX Entertainment,Comedy,The Edge of Seventeen,11/18,122,R,"November 18, 2016",1 hrs. 39 min.,STX,"$14,431,633",2016,"1,945","1,945"
"$132,300","$13,936,000",,9/22,Roadside Attractions,Comedy,Love & Friendship,5/13,123,PG,"May 13, 2016",1 hrs. 32 min.,RAtt.,"$14,016,568",2016,4,826
"$221,900","$13,866,900",,-,IMAX,Documentary,A Beautiful Planet,4/29,124,G,"April 29, 2016",0 hrs. 45 min.,Imax,"$14,084,865",2016,137,155
"$274,300","$13,690,700",,4/20,Fox Searchlight,Drama,Jackie,12/2,125,R,"December 2, 2016",1 hrs. 35 min.,FoxS,"$13,960,394",2016,5,508
"$76,000","$13,315,000",,10/13,Quality Flix,Documentary,Hillary's America: The Secret History of the Democratic Party,7/15,126,PG-13,"July 15, 2016",1 hrs. 40 min.,QF,"$13,099,931",2016,3,"1,217"
"$6,158,900","$12,740,500",,4/14,Open Road Films,Thriller,Triple 9,2/26,127,R,"February 26, 2016",1 hrs. 55 min.,ORF,"$12,639,297",2016,"2,205","2,205"
"$4,844,200","$12,738,800",$20 million,11/3,Buena Vista,Drama,The Light Between Oceans,9/2,128,PG-13,"September 2, 2016",2 hrs. 12 min.,BV,"$12,545,979",2016,"1,500","1,500"
"$3,196,700","$12,165,100",,2/9,UTV Communications,Drama,Dangal,12/21,129,Unrated,"December 21, 2016",2 hrs. 30 min.,UTV,"$12,391,761",2016,331,338
"$5,948,700","$11,782,300",,3/25,Open Road Films,Comedy,Fifty Shades of Black,1/29,130,R,"January 29, 2016",1 hrs. 32 min.,ORF,"$11,686,940",2016,"2,075","2,075"
"$3,736,700","$11,685,600",,11/3,Pantelion,Comedy,No Manches Frida,9/2,131,PG-13,"September 2, 2016",1 hrs. 40 min.,PNT,"$11,528,613",2016,362,465
"$365,200","$11,283,500",,10/6,Lionsgate,Comedy / Drama,Cafe Society,7/15,132,PG-13,"July 15, 2016",1 hrs. 36 min.,LGF,"$11,103,205",2016,5,631
"$5,367,700","$11,027,400",$28 million,3/3,Sony / Screen Gems,Comedy,Pride and Prejudice and Zombies,2/5,133,PG-13,"February 5, 2016",1 hrs. 48 min.,SGem,"$10,938,134",2016,"2,931","2,931"
"$4,905,500","$10,655,000",,6/30,BH Tilt,Horror,The Darkness,5/13,134,PG-13,"May 13, 2016",1 hrs. 32 min.,BH Tilt,"$10,753,574",2016,"1,755","1,769"
"$484,800","$10,489,800",,1/26,Focus Features,Drama / Thriller,Nocturnal Animals,11/18,135,R,"November 18, 2016",1 hrs. 55 min.,Focus,"$10,663,357",2016,37,"1,262"
"$32,800","$10,155,900",,3/9,Warner Bros.,Crime,Live By Night,12/25,136,R,"December 25, 2016",2 hrs. 8 min.,WB,"$10,378,555",2016,4,"2,822"
"$4,329,300","$9,737,500",,4/28,Lionsgate,Romantic Comedy,The Perfect Match,3/11,137,R,"March 11, 2016",1 hrs. 36 min.,LGF,"$9,669,521",2016,925,925
"$4,655,700","$9,552,100",,7/28,Universal,Comedy,Popstar: Never Stop Never Stopping,6/3,138,R,"June 3, 2016",1 hrs. 26 min.,Uni.,"$9,639,125",2016,"2,311","2,313"
