adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$43,800","$394,500",N/A,10/12,Purdie Distribution,Drama,"Love, Kennedy",6/2,299,PG,"June 2, 2017",1 hrs. 32 min.,Purd.,19,"$407,871",2017
"$16,100","$392,500",N/A,10/1,Abramorama,Documentary,Chasing Trane: The John Coltrane Documentary,4/14,300,Not Yet Rated,"April 14, 2017",1 hrs. 39 min.,Abr.,17,"$406,284",2017
n/a,"$371,900",N/A,4/20,Fathom,Comedy,Rifftrax: Samurai Cop,4/13,301,Unrated,"April 13, 2017",2 hrs. 0 min.,Fathom,705,"$384,756",2017
"$36,800","$364,100",N/A,11/2,IFC,Drama,Rebel in the Rye,9/8,302,PG-13,"September 8, 2017",1 hrs. 46 min.,IFC,82,"$378,294",2017
n/a,"$357,000",,11/2,,,I'll Push You,11/2,303,,,,Fathom,557,,2017
"$12,700","$356,600",N/A,3/22,Kino Lorber,Drama,Tom of Finland,10/13,304,Unrated,"October 13, 2017",1 hrs. 56 min.,KL,12,"$378,296Domestic Lifetime Gross: $381,152",2017
"$109,600","$354,900",$65 million,2/23,Well Go USA,Action Comedy,Kung Fu Yoga,1/27,305,Not Yet Rated,"January 27, 2017",1 hrs. 48 min.,WGUSA,27,"$362,657",2017
n/a,"$352,200",N/A,5/9,Fathom,Documentary,Boston: An American Running Story,4/19,306,Unrated,"April 19, 2017",2 hrs. 20 min.,Fathom,481,"$364,369Domestic Lifetime Gross: $383,868",2017
"$221,100","$348,300",N/A,1/26,FIP,Romance,Ok Jaanu,1/13,307,Unrated,"January 13, 2017",2 hrs. 15 min.,FIP,121,"$355,922",2017
"$19,100","$347,300",N/A,10/22,Vitagraph,Documentary,Letters from Baghdad,6/2,308,Unrated,"June 2, 2017",1 hrs. 35 min.,Vita.,20,"$359,735",2017
"$32,200","$340,200",N/A,6/1,Abramorama,Documentary,Long Strange Trip - The Untold Story of The Grateful Dead,5/25,309,R,"May 25, 2017",4 hrs. 1 min.,Abr.,56,"$351,957",2017
n/a,"$339,000",N/A,10/26,Fathom,Animation,Disney Junior HalloVeen Party,10/21,310,Unrated,"October 21, 2017",1 hrs. 0 min.,Fathom,396,"$359,745",2017
"$51,500","$337,900",N/A,10/15,Abramorama,Documentary,Pearl Jam - Let's Play Two,9/29,311,Unrated,"September 29, 2017",2 hrs. 3 min.,Abr.,201,"$348,833",2017
"$331,900","$331,900",N/A,5/6,Fathom,Documentary,Canelo vs. Chavez Jr.,5/6,312,Unrated,"May 6, 2017",N/A,Fathom,273,"$343,387",2017
"$130,700","$326,300",N/A,-,Well Go USA,Romantic Comedy,This Is Not What I Expected,5/5,313,Unrated,"May 5, 2017",1 hrs. 45 min.,WGUSA,36,"$337,670",2017
"$16,700","$316,300",N/A,3/8,Orion Pictures,Drama,God's Own Country,10/24,314,Unrated,"October 24, 2017",1 hrs. 44 min.,Orion,13,"$335,609",2017
"$33,400","$310,000",N/A,6/11,IFC,Sports Drama,Chuck,5/5,315,R,"May 5, 2017",1 hrs. 41 min.,IFC,120,"$320,725",2017
n/a,"$304,600",N/A,8/31,Kino Lorber,Documentary,Obit.,1/5,316,Unrated,"January 5, 2017",1 hrs. 35 min.,KL,22,"$315,049",2017
"$9,900","$303,100",N/A,4/5,Magnolia,Crime Drama,In the Fade,12/27,317,R,"December 27, 2017",1 hrs. 45 min.,Magn.,35,"$321,011",2017
"$30,400","$302,900",N/A,7/6,IFC,Documentary,Citizen Jane,4/21,318,Unrated,"April 21, 2017",1 hrs. 33 min.,IFC,25,"$313,411",2017
"$31,200","$302,700",N/A,5/4,GKIDS,Animation,My Life as a Zucchini,2/24,319,PG-13,"February 24, 2017",1 hrs. 8 min.,GK,53,"$309,766",2017
"$16,400","$294,500",N/A,3/15,GKIDS,Animation,The Breadwinner,11/17,320,PG-13,"November 17, 2017",1 hrs. 34 min.,GK,43,"$312,381Domestic Lifetime Gross: $313,215",2017
"$108,900","$294,500",N/A,11/16,Well Go USA,Comedy,City of Rock,10/6,321,Unrated,"October 6, 2017",2 hrs. 20 min.,WGUSA,43,"$312,537",2017
"$114,700","$292,500",N/A,11/30,Eleven Arts,Animation,A Silent Voice,10/20,322,Unrated,"October 20, 2017",2 hrs. 10 min.,Elev.,148,"$310,407",2017
"$280,800","$288,700",N/A,11/5,Yash Raj,Action Thriller,ITTEFAQ,11/3,323,Unrated,"November 3, 2017",1 hrs. 40 min.,Yash,67,"$298,032",2017
"$177,800","$286,900",N/A,2/15,China Lion,Action Comedy,Buddies in India,1/27,324,Unrated,"January 27, 2017",1 hrs. 39 min.,CL,55,"$293,194",2017
"$21,800","$284,800",N/A,3/22,Sony Classics,Foreign,Happy End,12/22,325,R,"December 22, 2017",1 hrs. 47 min.,SPC,20,"$301,718",2017
"$165,400","$271,900",N/A,9/21,The Film Arcade,Comedy,I Do... Until I Don't,9/1,326,R,"September 1, 2017",1 hrs. 46 min.,TFA,165,"$280,668",2017
"$27,300","$264,000",N/A,8/31,Film Movement,Drama,After the Storm,3/17,327,Unrated,"March 17, 2017",1 hrs. 57 min.,FM,38,"$272,132",2017
"$19,900","$261,000",N/A,9/4,Janus Films,Sci-Fi,Stalker (2017 re-release),5/5,328,Unrated,"May 5, 2017",2 hrs. 41 min.,Jan.,6,"$269,881",2017
"$10,900","$253,800",N/A,7/20,IFC,Drama,Wakefield,5/19,329,R,"May 19, 2017",1 hrs. 46 min.,IFC,30,"$262,599",2017
"$18,100","$251,700",N/A,7/20,IFC,Drama,"I, Daniel Blake",6/2,330,R,"June 2, 2017",1 hrs. 40 min.,IFC,45,"$260,354",2017
"$15,400","$249,000",N/A,6/29,Magnolia,Drama,Cezanne et moi,3/31,331,R,"March 31, 2017",1 hrs. 53 min.,Magn.,29,"$257,597",2017
"$58,300","$246,000",N/A,6/29,CBS Films,Comedy / Drama,Dean,6/2,332,PG-13,"June 2, 2017",1 hrs. 33 min.,CBS,83,"$254,536",2017
"$26,200","$242,200",N/A,10/12,Samuel Goldwyn,Drama,Gook,8/18,333,Unrated,"August 18, 2017",1 hrs. 34 min.,Gold.,27,"$250,130",2017
"$158,900","$241,200",N/A,5/25,Eros,Crime Drama,Sarkar 3,5/12,334,Unrated,"May 12, 2017",2 hrs. 10 min.,Eros,107,"$249,588",2017
"$28,000","$240,100",N/A,8/3,IFC,Comedy,Band Aid,6/2,335,R,"June 2, 2017",1 hrs. 31 min.,IFC,35,"$248,370",2017
n/a,"$240,000",N/A,6/15,FUNimation Films,Animation,Black Butler: Book of the Atlantic,6/12,336,Unrated,"June 12, 2017",1 hrs. 41 min.,FUN,187,"$248,286",2017
n/a,"$238,300",N/A,11/5,CJ Entertainment,Action Drama,The Fortress,10/6,337,Unrated,"October 6, 2017",2 hrs. 20 min.,CJ,27,"$252,895",2017
"$146,600","$235,800",N/A,3/23,Paladin,Drama,The Ottoman Lieutenant,3/10,338,R,"March 10, 2017",1 hrs. 46 min.,Pala.,216,"$240,978",2017
"$29,200","$231,000",N/A,10/5,IFC,Drama,Crown Heights,8/18,339,R,"August 18, 2017",1 hrs. 34 min.,IFC,91,"$238,558",2017
"$78,000","$227,900",N/A,12/28,Well Go USA,Crime Thriller,The Swindlers,12/1,340,Unrated,"December 1, 2017",1 hrs. 57 min.,WGUSA,27,"$241,916",2017
"$127,600","$224,000",N/A,11/9,Sumerian Films,Drama / Thriller,American Satan,10/13,341,R,"October 13, 2017",1 hrs. 51 min.,Sumerian,55,"$237,708",2017
"$19,600","$220,500",N/A,6/29,The Orchard,Documentary,Jeremiah Tower,4/21,342,R,"April 21, 2017",1 hrs. 42 min.,Orch.,33,"$228,153",2017
"$147,300","$220,400",N/A,11/2,Fathom,Musical,Little Shop of Horrors: The Director's Cut,10/27,343,PG-13,"October 27, 2017",2 hrs. 0 min.,Fathom,511,"$233,865Domestic Lifetime Gross: $38,982,260",2017
n/a,"$217,500",N/A,12/7,Kino Lorber,Documentary,Rumble: The Indians Who Rocked The World,5/18,344,Unrated,"May 18, 2017",1 hrs. 42 min.,KL,22,"$226,006",2017
"$113,700","$213,400",N/A,2/2,Well Go USA,Action Comedy,Railroad Tigers,1/6,345,Unrated,"January 6, 2017",2 hrs. 4 min.,WGUSA,43,"$218,044",2017
"$4,900","$210,400",N/A,11/19,Gravitas Ventures,Documentary,California Typewriter,8/18,346,Unrated,"August 18, 2017",1 hrs. 43 min.,Grav.,20,"$218,563",2017
"$66,500","$209,800",N/A,9/28,Well Go USA,Action / Crime,The Adventurers,8/18,347,Unrated,"August 18, 2017",1 hrs. 44 min.,WGUSA,17,"$216,556",2017
"$135,800","$205,100",$30 million,11/9,Open Road Films,Drama,All I See is You,10/27,348,R,"October 27, 2017",1 hrs. 50 min.,ORF,283,"$217,644",2017
"$17,600","$203,800",N/A,6/22,FilmRise,Comedy / Drama,Truman,4/7,349,Unrated,"April 7, 2017",1 hrs. 48 min.,FR,22,"$210,840",2017
"$56,000","$201,000",N/A,-,Arrow Films,Sci-Fi,Donnie Darko (2017 Re-Release),3/31,350,R,"March 31, 2017",1 hrs. 53 min.,Arrow,21,"$207,971Domestic Lifetime Gross: $1,478,493",2017
"$78,600","$200,500",N/A,5/4,Well Go USA,Action / Crime,The Prison,3/31,351,Unrated,"March 31, 2017",2 hrs. 5 min.,WGUSA,23,"$207,481",2017
"$4,100","$198,400",N/A,-,Argot Pictures,Documentary,Big Sonia,11/17,352,Unrated,"November 17, 2017",1 hrs. 33 min.,Argo.,4,"$210,227",2017
"$73,800","$193,500",N/A,7/6,Neon,Documentary,Risk,5/5,353,Not Yet Rated,"May 5, 2017",1 hrs. 35 min.,Neon,45,"$200,219",2017
"$113,000","$189,900",N/A,4/27,Open Road Films,Animation,Spark: A Space Tail,4/14,354,PG,"April 14, 2017",1 hrs. 30 min.,ORF,365,"$196,458",2017
"$42,400","$176,900",N/A,10/5,Magnolia,Documentary,Whose Streets?,8/11,355,R,"August 11, 2017",1 hrs. 40 min.,Magn.,39,"$182,799",2017
"$86,100","$174,900",N/A,7/27,Neon,Thriller,The Bad Batch,6/23,356,R,"June 23, 2017",1 hrs. 58 min.,Neon,46,"$180,851",2017
"$20,000","$174,500",N/A,11/2,FilmRise,Comedy / Drama,Marjorie Prime,8/18,357,Unrated,"August 18, 2017",1 hrs. 38 min.,FR,12,"$180,608",2017
"$14,500","$174,100",N/A,7/27,Orion Pictures,Foreign,Past Life,6/2,358,Unrated,"June 2, 2017",1 hrs. 49 min.,Orion,23,"$180,099",2017
"$14,600","$173,300",N/A,2/15,Janus Films,Foreign,The Other Side of Hope,12/1,359,Unrated,"December 1, 2017",1 hrs. 38 min.,Jan.,11,"$183,943",2017
"$24,800","$170,200",N/A,4/30,Abramorama,Documentary,Mr. Gaga: A True Story of Love and Dance,2/1,360,Not Yet Rated,"February 1, 2017",1 hrs. 41 min.,Abr.,8,"$173,994",2017
"$10,000","$170,100",N/A,6/11,IFC,Drama,Graduation,4/7,361,R,"April 7, 2017",2 hrs. 8 min.,IFC,36,"$175,975",2017
"$105,000","$169,400",N/A,7/9,ArtAffects,Family,Champion,5/19,362,PG,"May 19, 2017",1 hrs. 56 min.,AAE,31,"$175,232",2017
"$23,400","$166,700",N/A,9/14,FUNimation Films,Animation,In This Corner of the World,8/11,363,PG-13,"August 11, 2017",2 hrs. 10 min.,FUN,20,"$172,147",2017
"$12,200","$165,900",N/A,11/16,IFC,Documentary,Take Every Wave: The Life of Liard Hamilton,9/29,364,Not Yet Rated,"September 29, 2017",1 hrs. 57 min.,IFC,31,"$176,076",2017
"$10,600","$165,700",N/A,6/25,Janus Films,Documentary,David Lynch: The Art Life,3/31,365,Unrated,"March 31, 2017",1 hrs. 30 min.,Jan.,8,"$171,419",2017
"$164,700","$164,700",N/A,9/10,Atlas Distribution,Drama,9/11,9/8,366,R,"September 8, 2017",1 hrs. 30 min.,ADC,425,"$170,000",2017
"$104,000","$163,500",N/A,9/21,Smith Global ,Thriller,Valley of Bones,9/1,367,R,"September 1, 2017",1 hrs. 30 min.,SG,300,"$168,738",2017
"$12,200","$159,800",N/A,10/26,Oscilloscope Pictures,Drama,Polina,8/25,368,Unrated,"August 25, 2017",1 hrs. 52 min.,Osci.,31,"$165,203",2017
"$11,400","$156,400",N/A,10/12,Sony Classics,Drama,13 Minutes,6/30,369,R,"June 30, 2017",1 hrs. 54 min.,SPC,19,"$161,531",2017
"$9,300","$155,800",N/A,8/20,FilmRise,Drama,Manifesto (2017),5/10,370,Unrated,"May 10, 2017",1 hrs. 35 min.,FR,10,"$161,101",2017
"$101,700","$150,700",N/A,5/25,Weinstein Company,Drama,3 Generations,5/5,371,PG-13,"May 5, 2017",1 hrs. 32 min.,Wein.,37,"$155,936",2017
"$31,800","$150,500",N/A,8/3,IFC,Comedy / Drama,The Journey,6/16,372,PG-13,"June 16, 2017",1 hrs. 34 min.,IFC,26,"$155,475",2017
"$10,600","$150,400",N/A,2/22,Zipporah Films,Documentary,Ex Libris: The New York Public Library,9/13,373,Unrated,"September 13, 2017",3 hrs. 15 min.,Zipp.,15,"$158,192",2017
"$27,700","$148,600",N/A,8/6,Abkco Films,Fantasy Drama,Endless Poetry,7/14,374,Unrated,"July 14, 2017",2 hrs. 28 min.,Abk.,18,"$153,440",2017
"$48,300","$146,000",N/A,6/1,Screen Media,Horror,The Void,4/7,375,Unrated,"April 7, 2017",1 hrs. 30 min.,Scre.,31,"$151,042",2017
"$13,100","$144,600",N/A,11/2,IFC,Foreign,The Unknown Girl,9/8,376,Unrated,"September 8, 2017",1 hrs. 46 min.,IFC,28,"$150,549",2017
"$19,200","$142,900",N/A,8/13,Abramorama,Documentary,Restless Creature: Wendy Whelan,5/23,377,Unrated,"May 23, 2017",1 hrs. 33 min.,Abr.,8,"$147,780",2017
"$46,700","$141,800",N/A,12/14,Magnolia,Action,Blade of the Immortal,11/3,378,R,"November 3, 2017",2 hrs. 21 min.,Magn.,31,"$150,532",2017
"$9,500","$140,100",N/A,-,Matson Films,Documentary,The Last Dalai Lama?,7/7,379,Unrated,"July 7, 2017",1 hrs. 22 min.,Mats.,18,"$145,524",2017
"$21,200","$140,100",N/A,1/28,Music Box Films,Documentary,Chavela,10/4,380,Unrated,"October 4, 2017",1 hrs. 30 min.,MBox,14,"$148,666",2017
"$10,200","$138,900",N/A,3/15,The Orchard,Thriller,Thelma,11/10,381,Unrated,"November 10, 2017",1 hrs. 57 min.,Orch.,39,"$147,391",2017
n/a,"$138,000",N/A,-,Eleven Arts,Animation,Lupin the Third: The Castle of Cagliostro (2017 re-release),9/8,382,Unrated,"September 8, 2017",1 hrs. 40 min.,Elev.,571,"$142,425",2017
n/a,"$136,200",N/A,11/16,Fathom,Musical,Irving Berlin's Holiday Inn The Broadway,11/16,383,G,"November 16, 2017",2 hrs. 7 min.,Fathom,395,"$144,550",2017
"$21,600","$128,800",N/A,9/21,Abramorama,Documentary,"Hare Krishna! The Mantra, the Movement and the Swami Who Started it All",6/16,384,Unrated,"June 16, 2017",1 hrs. 30 min.,Abr.,54,"$133,006Domestic Lifetime Gross: $151,528",2017
"$9,800","$125,300",N/A,10/26,Film Movement,Drama,Moka,6/14,385,Unrated,"June 14, 2017",1 hrs. 29 min.,FM,18,"$129,547",2017
"$12,600","$125,100",N/A,8/24,Submarine Deluxe,Documentary,I Called Him Morgan,3/24,386,Unrated,"March 24, 2017",1 hrs. 31 min.,SD,11,"$128,986",2017
"$13,200","$124,000",N/A,9/7,IFC,Documentary,City of Ghosts,7/7,387,R,"July 7, 2017",1 hrs. 30 min.,IFC,18,"$128,015",2017
"$18,000","$124,000",N/A,8/24,Society Films,Documentary,Marie Curie: The Courage of Knowledge,6/30,388,Unrated,"June 30, 2017",1 hrs. 40 min.,Society,11,"$127,986",2017
"$11,600","$121,300",N/A,8/10,Neon,Documentary,The B-Side: Elsa Dorfman's Portrait Photography,6/30,389,R,"June 30, 2017",1 hrs. 16 min.,Neon,25,"$125,227",2017
"$62,300","$119,300",N/A,6/9,Broad Green Pictures,Documentary,Buena Vista Social Club: Adios,5/26,390,PG,"May 26, 2017",1 hrs. 51 min.,BG,80,"$123,445",2017
"$8,100","$118,000",N/A,3/29,The Orchard,Foreign,BPM (Beats Per Minute),10/20,391,Not Yet Rated,"October 20, 2017",2 hrs. 24 min.,Orch.,20,"$125,189",2017
"$54,500","$117,000",N/A,1/4,Well Go USA,Foreign / Action,The Thousand Faces Of Dunjia,12/15,392,Unrated,"December 15, 2017",1 hrs. 53 min.,WGUSA,27,"$124,187",2017
"$52,100","$115,600",N/A,12/14,China Lion,Action,Explosion,11/24,393,Unrated,"November 24, 2017",1 hrs. 46 min.,CL,34,"$122,700",2017
"$49,000","$111,000",N/A,8/3,China Lion,War Drama,Our Time Will Come,7/7,394,Unrated,"July 7, 2017",2 hrs. 10 min.,CL,18,"$114,560",2017
"$30,000","$109,900",N/A,10/5,Purdie Distribution,Comedy,"We Love You, Sally Carmichael!",8/4,395,PG,"August 4, 2017",1 hrs. 24 min.,Purd.,11,"$113,435",2017
"$12,100","$109,500",N/A,8/6,PBS Distribution,Documentary,Abacus: Small Enough to Jail,5/19,396,Unrated,"May 19, 2017",1 hrs. 28 min.,PBS,8,"$113,278",2017
n/a,"$108,800",N/A,10/5,Kino Lorber,Comedy,Slack Bay,3/10,397,Unrated,"March 10, 2017",2 hrs. 2 min.,KL,7,"$112,621",2017
"$32,100","$107,900",N/A,-,Indican,Animation,The Trouble with Terkel (2017),2/3,398,R,"February 3, 2017",1 hrs. 24 min.,Indic.,12,"$110,289Domestic Lifetime Gross: $161,457",2017
"$7,600","$107,000",N/A,11/19,Samuel Goldwyn,Drama,The King's Choice,9/22,399,Unrated,"September 22, 2017",2 hrs. 10 min.,Gold.,10,"$113,231",2017
"$52,500","$105,600",N/A,7/20,Well Go USA,Action,Reset (Ni Shi Ying Jiu),6/30,400,Unrated,"June 30, 2017",1 hrs. 46 min.,WGUSA,20,"$108,970",2017
"$5,600","$103,800",N/A,-,Strand,Comedy / Drama,Like Crazy (2017),5/5,401,Unrated,"May 5, 2017",1 hrs. 58 min.,Strand,13,"$107,362",2017
"$24,300","$102,600",N/A,3/19,CJ Entertainment,Action,Fabricated City,2/24,402,Unrated,"February 24, 2017",2 hrs. 6 min.,CJ,7,"$104,874",2017
"$101,300","$102,600",N/A,4/9,Fathom,Musical,Bolshoi Ballet: Hero of our Time,4/9,403,Unrated,"April 9, 2017",N/A,Fathom,401,"$104,837",2017
"$7,200","$99,300",N/A,5/4,Janus Films,Foreign,The Lure,2/1,404,Unrated,"February 1, 2017",1 hrs. 32 min.,Jan.,7,"$101,657",2017
"$41,300","$97,900",N/A,2/2,China Lion,Comedy,Some Like It Hot (Qing Shung),1/13,405,Unrated,"January 13, 2017",1 hrs. 53 min.,CL,10,"$100,026",2017
"$7,800","$97,100",N/A,11/30,Gravitas Ventures,Documentary,Score: A Film Music Documentary,6/16,406,Unrated,"June 16, 2017",1 hrs. 33 min.,Grav.,8,"$101,382",2017
"$62,900","$96,500",N/A,7/27,Eros,Musical,Munna Michael,7/21,407,Unrated,"July 21, 2017",2 hrs. 20 min.,Eros,75,"$99,629",2017
"$5,100","$96,100",N/A,11/19,IFC,Drama / Thriller,Walking Out,10/5,408,PG-13,"October 5, 2017",1 hrs. 35 min.,IFC,32,"$101,947",2017
"$49,500","$95,500",N/A,4/26,Purdie Distribution,Comedy,"Tim Timmerman, Hope of America",3/2,409,PG-13,"March 2, 2017",1 hrs. 34 min.,Purd.,12,"$97,727",2017
"$49,700","$94,000",N/A,9/21,Sony / Columbia,Comedy,Poster Boys,9/8,410,PG-13,"September 8, 2017",2 hrs. 8 min.,Sony,50,"$97,049",2017
"$45,500","$93,500",N/A,5/25,Well Go USA,Thriller,The Mayor,4/28,411,Unrated,"April 28, 2017",2 hrs. 6 min.,WGUSA,29,"$96,777",2017
"$5,300","$92,800",N/A,1/28,Music Box Films,Documentary,Aida's Secrets,10/20,412,Not Yet Rated,"October 20, 2017",1 hrs. 30 min.,MBox,9,"$98,468",2017
"$5,400","$92,600",N/A,1/18,CFI Releasing,Foreign,The Fencer,7/21,413,Unrated,"July 21, 2017",1 hrs. 39 min.,CFI,7,"$95,952",2017
n/a,"$91,200",N/A,10/31,Sony / Screen Gems,Thriller,Keep Watching,10/31,414,R,"October 31, 2017",1 hrs. 29 min.,SGem,805,"$94,178",2017
"$26,800","$88,300",N/A,10/19,Well Go USA,Thriller,Memoir of a Murderer,9/8,415,Unrated,"September 8, 2017",1 hrs. 58 min.,WGUSA,8,"$91,335",2017
"$50,500","$87,900",N/A,10/12,ArtAffects,Drama,Because of Gracia,9/15,416,PG-13,"September 15, 2017",1 hrs. 47 min.,AAE,32,"$90,878",2017
"$8,200","$87,900",N/A,6/15,CJ Entertainment,Comedy / Drama,The King's Case Note,4/28,417,Unrated,"April 28, 2017",1 hrs. 54 min.,CJ,7,"$90,959",2017
"$5,700","$85,300",N/A,11/23,The Orchard,Documentary,Dina,10/6,418,Unrated,"October 6, 2017",1 hrs. 42 min.,Orch.,24,"$90,503",2017
"$5,100","$83,900",N/A,11/9,Janus Films,Horror,Night of the Living Dead (2017 4k Restoration),10/13,419,Unrated,"October 13, 2017",1 hrs. 36 min.,Jan.,8,"$89,029",2017
"$30,700","$82,300",N/A,3/19,Paladin,Drama,Chapter & Verse,2/3,420,Unrated,"February 3, 2017",1 hrs. 37 min.,Pala.,5,"$84,147",2017
"$40,600","$81,700",N/A,6/29,FIP,Drama,Warriors of the Dawn,6/16,421,Unknown,"June 16, 2017",2 hrs. 10 min.,FIP,32,"$84,532",2017
"$42,900","$78,800",N/A,10/19,BBC Worldwide North America,Documentary,Earth: One Amazing Day,10/6,422,G,"October 6, 2017",1 hrs. 35 min.,BBC,70,"$81,345",2017
"$7,900","$78,400",N/A,11/9,Strand,Thriller,The Nile Hilton Incident,8/11,423,Unrated,"August 11, 2017",1 hrs. 46 min.,Strand,9,"$81,089",2017
"$11,300","$75,700",N/A,6/29,First Run,Documentary,Stefan Zweig: Farewell to Europe,5/12,424,Unrated,"May 12, 2017",1 hrs. 46 min.,FRun,4,"$78,372",2017
"$3,400","$75,700",N/A,-,Zeitgeist,Documentary,Harold and Lillian: A Hollywood Love Story,4/28,425,Unrated,"April 28, 2017",1 hrs. 34 min.,Zeit.,6,"$78,301",2017
"$3,500","$75,300",N/A,10/26,Kino Lorber,Comedy / Drama,Pop Aye,6/28,426,Unrated,"June 28, 2017",1 hrs. 42 min.,KL,5,"$77,976",2017
n/a,"$71,900",N/A,4/12,Zeitgeist,Foreign,The Divine Order,10/27,427,Unrated,"October 27, 2017",1 hrs. 36 min.,Zeit.,9,"$76,277",2017
"$6,900","$70,700",N/A,7/13,Well Go USA,Drama / Thriller,Buster's Mal Heart,4/28,428,Unrated,"April 28, 2017",1 hrs. 36 min.,WGUSA,18,"$73,121",2017
"$6,600","$70,600",N/A,2/1,PBS Distribution,Documentary,Bill Nye: Science Guy,10/27,429,Unrated,"October 27, 2017",1 hrs. 41 min.,PBS,9,"$74,909",2017
"$14,100","$69,300",N/A,-,Vitagraph,Documentary,Wait For Your Laugh,11/3,430,Unrated,"November 3, 2017",1 hrs. 25 min.,Vita.,5,"$73,585",2017
"$27,700","$69,000",N/A,10/26,Paladin,Drama,Te Ata,9/29,431,Unrated,"September 29, 2017",1 hrs. 45 min.,Pala.,43,"$73,236",2017
"$5,000","$67,600",N/A,9/21,Abramorama,Documentary,Turn It Around: The Story of East Bay Punk,7/28,432,Unrated,"July 28, 2017",2 hrs. 35 min.,Abr.,3,"$69,787",2017
"$13,200","$66,600",N/A,5/25,GKIDS,Animation,My Entire High School Sinking Into the Sea,4/14,433,PG-13,"April 14, 2017",1 hrs. 15 min.,GK,25,"$68,883",2017
"$11,800","$66,200",N/A,6/22,Magnolia,Documentary,Alive and Kicking,4/7,434,R,"April 7, 2017",1 hrs. 28 min.,Magn.,11,"$68,485",2017
"$55,100","$63,400",N/A,10/12,Dada Films,Documentary,Architects of Denial,10/6,435,Unrated,"October 6, 2017",1 hrs. 42 min.,Da.,11,"$65,424",2017
"$14,600","$62,100",N/A,12/7,Film Movement,Foreign,The Teacher,8/30,436,Unrated,"August 30, 2017",1 hrs. 43 min.,FM,5,"$64,437",2017
n/a,"$61,300",N/A,10/19,CJ Entertainment,Comedy / Drama,I Can Speak,9/22,437,Unrated,"September 22, 2017",1 hrs. 59 min.,CJ,2,"$63,239",2017
n/a,"$60,400",N/A,10/12,Shout! Factory,Comedy / Drama,The Tiger Hunter,9/22,438,Unrated,"September 22, 2017",1 hrs. 34 min.,Shout!,42,"$62,398",2017
"$1,400","$60,100",N/A,-,Under the Milky Way,Documentary,Tomorrow,3/10,439,Unrated,"March 10, 2017",1 hrs. 58 min.,UTMW,20,"$62,511",2017
"$7,800","$59,900",N/A,5/18,The Orchard,Comedy,Donald Cried,3/3,440,Unrated,"March 3, 2017",1 hrs. 28 min.,Orch.,17,"$61,406",2017
"$16,000","$59,000",N/A,2/16,Cinema Libre Studio,Drama,Worlds Apart,1/13,441,Unrated,"January 13, 2017",1 hrs. 55 min.,CLS,2,"$60,298",2017
"$11,400","$58,300",N/A,12/17,Gunpowder & Sky,Horror Comedy,Tragedy Girls,10/20,442,R,"October 20, 2017",1 hrs. 36 min.,G&S,22,"$61,899",2017
"$4,400","$57,600",N/A,4/8,Kino Lorber,Drama,The Sacrifice (2017 re-release),10/20,443,Unrated,"October 20, 2017",2 hrs. 29 min.,KL,4,"$61,018Domestic Lifetime Gross: $81,963",2017
n/a,"$57,500",N/A,11/16,Kino Lorber,Documentary,The Force (2017),7/14,444,Unrated,"July 14, 2017",1 hrs. 33 min.,KL,5,"$59,912",2017
"$7,900","$57,500",N/A,11/30,Music Box Films,Documentary,Manolo: The Boy Who Made Shoes for Lizards,9/15,445,Unrated,"September 15, 2017",1 hrs. 29 min.,MBox,11,"$60,056",2017
"$3,800","$57,300",N/A,6/11,Abramorama,Documentary,Bang! The Bert Berns Story,4/26,446,Not Yet Rated,"April 26, 2017",1 hrs. 34 min.,Abr.,5,"$59,299",2017
"$7,900","$55,900",N/A,11/30,Rialto,Comedy,Il Boom (2017 re-release),6/16,447,Unrated,"June 16, 2017",1 hrs. 25 min.,Rialto,2,"$57,962",2017
n/a,"$54,100",N/A,-,Gathr Films,Documentary,Just One Drop,9/22,448,Unrated,"September 22, 2017",1 hrs. 6 min.,Gathr,6,"$57,312",2017
"$27,700","$52,400",$23 million,4/20,Crimson Forest,Action / Adventure,Extraordinary Mission,4/7,449,Not Yet Rated,"April 7, 2017",2 hrs. 0 min.,Crimson,20,"$54,174",2017
"$7,300","$52,300",N/A,1/25,Film Movement,Documentary,The Paris Opera,10/18,450,Unrated,"October 18, 2017",1 hrs. 51 min.,FM,9,"$55,482",2017
"$23,100","$51,700",N/A,6/29,Well Go USA,Action,God of War,6/2,451,Unrated,"June 2, 2017",2 hrs. 8 min.,WGUSA,27,"$53,496",2017
"$10,300","$50,500",N/A,8/16,Cohen Media Group,Documentary,My Journey Through French Cinema,6/23,452,Unrated,"June 23, 2017",3 hrs. 10 min.,Cohen,4,"$52,214",2017
"$8,000","$50,300",N/A,-,Sarkasmos,Documentary,Tickling Giants,3/17,453,Unrated,"March 17, 2017",1 hrs. 53 min.,Sarkasmos,17,"$51,499",2017
"$24,900","$50,000",N/A,6/18,China Lion,Fantasy Comedy,Beautiful Accident,6/2,454,Unrated,"June 2, 2017",1 hrs. 44 min.,CL,15,"$51,766",2017
"$5,900","$48,900",N/A,9/14,Strand,Drama,The Ornithologist,6/23,455,Unrated,"June 23, 2017",1 hrs. 57 min.,Strand,6,"$50,511",2017
